0x3400,㐀,341
0x3401,㐁,86
0x3402,㐂,1
0x3403,㐃,6
0x3404,㐄,48
0x3405,㐅,146
0x3406,㐆,145
0x3408,㐈,1
0x3409,㐉,2
0x340b,㐋,3
0x340c,㐌,373
0x340d,㐍,1
0x3414,㐔,4
0x3416,㐖,5
0x341c,㐜,21
0x3424,㐤,1
0x3427,㐧,1
0x3428,㐨,18
0x3429,㐩,9
0x342a,㐪,356
0x342b,㐫,17288
0x342c,㐬,217
0x342d,㐭,470
0x342e,㐮,11362
0x342f,㐯,1
0x3430,㐰,50
0x3431,㐱,406
0x3432,㐲,2391
0x3433,㐳,61
0x3434,㐴,22
0x3435,㐵,2
0x3436,㐶,27
0x3438,㐸,27
0x3439,㐹,41
0x343a,㐺,10
0x343b,㐻,10
0x343c,㐼,8
0x343e,㐾,18
0x3440,㑀,22
0x3441,㑁,27
0x3442,㑂,119
0x3443,㑃,10
0x3444,㑄,36
0x3445,㑅,844
0x3446,㑆,41
0x3447,㑇,1
0x3448,㑈,3
0x3449,㑉,25
0x344a,㑊,273
0x344b,㑋,37
0x344c,㑌,34
0x344d,㑍,5
0x344e,㑎,7
0x344f,㑏,26
0x3450,㑐,3
0x3451,㑑,66
0x3452,㑒,66
0x3453,㑓,166
0x3454,㑔,1
0x3457,㑗,62
0x3458,㑘,11
0x3459,㑙,10
0x345a,㑚,8
0x345b,㑛,37
0x345c,㑜,22
0x345d,㑝,42
0x345e,㑞,38
0x345f,㑟,16
0x3461,㑡,8
0x3462,㑢,5
0x3463,㑣,44
0x3464,㑤,8
0x3465,㑥,130
0x3466,㑦,90
0x3467,㑧,4
0x3468,㑨,79
0x3469,㑩,1
0x346a,㑪,42
0x346b,㑫,5
0x346d,㑭,329
0x346e,㑮,40
0x346f,㑯,31
0x3470,㑰,26
0x3471,㑱,23
0x3472,㑲,31
0x3473,㑳,28
0x3474,㑴,602
0x3475,㑵,26
0x3476,㑶,31
0x3477,㑷,22
0x3478,㑸,1
0x3479,㑹,521779
0x347a,㑺,352
0x347b,㑻,55
0x347c,㑼,1
0x347d,㑽,10
0x347e,㑾,22
0x347f,㑿,20
0x3480,㒀,11
0x3481,㒁,25
0x3482,㒂,10
0x3483,㒃,45
0x3484,㒄,17
0x3485,㒅,4
0x3486,㒆,8
0x3487,㒇,31
0x3488,㒈,58
0x3489,㒉,11
0x348a,㒊,28
0x348b,㒋,69
0x348c,㒌,15
0x348d,㒍,5
0x348e,㒎,6
0x348f,㒏,6
0x3490,㒐,2
0x3491,㒑,15
0x3492,㒒,1812
0x3493,㒓,77
0x3494,㒔,162
0x3495,㒕,7
0x3496,㒖,3
0x3497,㒗,8
0x3498,㒘,3
0x3499,㒙,2
0x349a,㒚,36
0x349b,㒛,11
0x349c,㒜,352
0x349d,㒝,14
0x349e,㒞,315
0x349f,㒟,413
0x34a0,㒠,9
0x34a1,㒡,77
0x34a2,㒢,10
0x34a4,㒤,31
0x34a5,㒥,11
0x34a6,㒦,19
0x34a7,㒧,79
0x34a8,㒨,87
0x34a9,㒩,89
0x34aa,㒪,6
0x34ab,㒫,14
0x34ac,㒬,49
0x34ad,㒭,7
0x34ae,㒮,18
0x34af,㒯,8
0x34b0,㒰,108
0x34b1,㒱,1
0x34b2,㒲,61
0x34b3,㒳,183
0x34b4,㒴,24
0x34b5,㒵,3113
0x34b6,㒶,12
0x34b7,㒷,2422
0x34b8,㒸,154
0x34b9,㒹,1862
0x34ba,㒺,2677
0x34bb,㒻,9
0x34bc,㒼,2141
0x34bd,㒽,4
0x34be,㒾,18
0x34bf,㒿,102
0x34c0,㓀,1
0x34c1,㓁,99
0x34c2,㓂,33270
0x34c3,㓃,43
0x34c4,㓄,10
0x34c5,㓅,7
0x34c6,㓆,1
0x34c7,㓇,63
0x34c8,㓈,1
0x34c9,㓉,154
0x34ca,㓊,55
0x34cb,㓋,196
0x34cc,㓌,48
0x34cd,㓍,4
0x34ce,㓎,12
0x34cf,㓏,3
0x34d0,㓐,2
0x34d1,㓑,10
0x34d2,㓒,4
0x34d3,㓓,3
0x34d4,㓔,20
0x34d5,㓕,10705
0x34d6,㓖,56
0x34d7,㓗,6519
0x34d8,㓘,4
0x34d9,㓙,7793
0x34da,㓚,34
0x34db,㓛,2579
0x34dc,㓜,71264
0x34dd,㓝,446
0x34de,㓞,564
0x34df,㓟,117
0x34e0,㓠,57
0x34e1,㓡,97
0x34e2,㓢,29
0x34e3,㓣,16
0x34e4,㓤,49
0x34e6,㓦,15
0x34e7,㓧,58
0x34e8,㓨,756
0x34e9,㓩,26
0x34ea,㓪,775
0x34ec,㓬,1
0x34ed,㓭,4
0x34ee,㓮,16
0x34ef,㓯,11
0x34f0,㓰,2
0x34f1,㓱,18
0x34f2,㓲,39
0x34f3,㓳,13
0x34f4,㓴,5
0x34f5,㓵,26
0x34f6,㓶,45
0x34f7,㓷,123
0x34f8,㓸,15
0x34f9,㓹,28
0x34fa,㓺,19
0x34fb,㓻,375
0x34fc,㓼,20
0x34fd,㓽,21
0x34fe,㓾,17
0x34ff,㓿,5
0x3500,㔀,8
0x3501,㔁,5
0x3502,㔂,25
0x3503,㔃,21
0x3504,㔄,9
0x3505,㔅,25
0x3506,㔆,14
0x3507,㔇,8
0x3508,㔈,3
0x3509,㔉,48
0x350a,㔊,5
0x350b,㔋,30
0x350c,㔌,37
0x350d,㔍,28
0x350e,㔎,5
0x350f,㔏,6
0x3510,㔐,10
0x3512,㔒,18
0x3513,㔓,7
0x3515,㔕,6
0x3516,㔖,1
0x3517,㔗,15
0x3518,㔘,1
0x3519,㔙,22
0x351a,㔚,3
0x351c,㔜,7
0x351d,㔝,7
0x351e,㔞,15
0x351f,㔟,103
0x3520,㔠,14
0x3521,㔡,16
0x3522,㔢,64
0x3523,㔣,10
0x3524,㔤,8
0x3525,㔥,12
0x3526,㔦,9
0x3527,㔧,6
0x3528,㔨,64
0x3529,㔩,206
0x352a,㔪,15
0x352b,㔫,576
0x352c,㔬,12
0x352d,㔭,5
0x352e,㔮,30
0x352f,㔯,16
0x3530,㔰,1
0x3531,㔱,6
0x3532,㔲,3
0x3533,㔳,4
0x3534,㔴,15
0x3536,㔶,130
0x3537,㔷,15
0x3538,㔸,16
0x3539,㔹,564
0x353a,㔺,206
0x353b,㔻,1150
0x353c,㔼,32
0x353d,㔽,40
0x353e,㔾,1062
0x353f,㔿,9
0x3540,㕀,10
0x3541,㕁,146
0x3542,㕂,5
0x3543,㕃,5
0x3544,㕄,16
0x3545,㕅,61
0x3546,㕆,286
0x3547,㕇,4
0x3548,㕈,31
0x3549,㕉,57
0x354a,㕊,14
0x354b,㕋,8
0x354c,㕌,59
0x354d,㕍,1710
0x354e,㕎,152
0x354f,㕏,6
0x3550,㕐,54
0x3551,㕑,3814
0x3552,㕒,437
0x3553,㕓,5956
0x3554,㕔,30762
0x3555,㕕,20
0x3556,㕖,7
0x3557,㕗,11
0x3558,㕘,31337
0x3559,㕙,594
0x355a,㕚,19
0x355b,㕛,625
0x355c,㕜,758
0x355d,㕝,52
0x355e,㕞,106
0x355f,㕟,55
0x3560,㕠,1215
0x3561,㕡,92
0x3562,㕢,26
0x3563,㕣,67
0x3564,㕤,11
0x3565,㕥,2679
0x3566,㕦,149
0x3567,㕧,370
0x3568,㕨,19
0x3569,㕩,13
0x356a,㕪,3
0x356b,㕫,19
0x356c,㕬,10
0x356d,㕭,107
0x356e,㕮,10032
0x356f,㕯,74
0x3570,㕰,37
0x3571,㕱,14
0x3572,㕲,35
0x3573,㕳,15
0x3574,㕴,5
0x3575,㕵,5
0x3576,㕶,580
0x3577,㕷,13
0x3578,㕸,38
0x3579,㕹,200
0x357a,㕺,13
0x357b,㕻,17
0x357c,㕼,20
0x357d,㕽,5
0x357f,㕿,48
0x3580,㖀,393
0x3581,㖁,12
0x3582,㖂,23
0x3583,㖃,281
0x3584,㖄,4
0x3585,㖅,15
0x3586,㖆,7
0x3587,㖇,7
0x3588,㖈,3
0x3589,㖉,120
0x358a,㖊,2
0x358f,㖏,6
0x3590,㖐,1
0x3591,㖑,51
0x3592,㖒,24
0x3593,㖓,19
0x3594,㖔,11
0x3595,㖕,4
0x3596,㖖,10
0x3597,㖗,6
0x3598,㖘,11
0x359b,㖛,1
0x359e,㖞,15
0x359f,㖟,283
0x35a0,㖠,5
0x35a1,㖡,116
0x35a2,㖢,12
0x35a3,㖣,11
0x35a4,㖤,45
0x35a5,㖥,19
0x35a6,㖦,93
0x35a7,㖧,78
0x35a8,㖨,43
0x35a9,㖩,28
0x35aa,㖪,16
0x35ab,㖫,171
0x35ad,㖭,16
0x35ae,㖮,31
0x35b4,㖴,11
0x35b5,㖵,79
0x35b6,㖶,385
0x35b7,㖷,13
0x35b8,㖸,279
0x35b9,㖹,8
0x35ba,㖺,17
0x35bb,㖻,38
0x35bc,㖼,1
0x35bd,㖽,29
0x35be,㖾,48
0x35bf,㖿,176
0x35c0,㗀,58
0x35c1,㗁,212
0x35c2,㗂,29
0x35c3,㗃,23
0x35c4,㗄,4
0x35c5,㗅,129
