0x2ec0e,𮰎,1
0x2ec18,𮰘,1
0x2ec43,𮱃,1
0x2ec61,𮱡,1
0x2ec6e,𮱮,1
0x2ec6f,𮱯,4
0x2ec8a,𮲊,1
0x2ecb9,𮲹,1
0x2ecc3,𮳃,16
0x2ece3,𮳣,1
0x2ed3e,𮴾,1
0x2ed8b,𮶋,1
0x2ed92,𮶒,3
0x2ed9c,𮶜,1
0x2eda3,𮶣,1
0x2edc9,𮷉,1
0x2ede7,𮷧,9
0x2edf6,𮷶,6
0x2ee39,𮸹,1
0x2ee5c,𮹜,1
0x30035,𰀵,1
0x30076,𰁶,1
0x30086,𰂆,1
0x3008b,𰂋,1
0x3009c,𰂜,1
0x3009f,𰂟,2
0x300a3,𰂣,2
0x300ac,𰂬,25
0x300c5,𰃅,1
0x300ce,𰃎,52
0x300e6,𰃦,1
0x300f9,𰃹,1
0x3010e,𰄎,1
0x3012f,𰄯,1
0x3014d,𰅍,11
0x30169,𰅩,2
0x3016d,𰅭,1
0x30177,𰅷,17
0x30198,𰆘,1
0x301c2,𰇂,1
0x30204,𰈄,1
0x30208,𰈈,1
0x3020d,𰈍,1
0x3022d,𰈭,1
0x30244,𰉄,1
0x3024d,𰉍,1
0x30251,𰉑,1
0x30260,𰉠,1
0x30262,𰉢,1
0x30266,𰉦,1
0x3026b,𰉫,1
0x3026f,𰉯,1
0x30272,𰉲,1
0x3027a,𰉺,1
0x3028a,𰊊,3
0x302a2,𰊢,1
0x302aa,𰊪,1
0x302b7,𰊷,1
0x30319,𰌙,1
0x30324,𰌤,1
0x30336,𰌶,1
0x30345,𰍅,24
0x30357,𰍗,3
0x30362,𰍢,1
0x30370,𰍰,1
0x30372,𰍲,3
0x30376,𰍶,1
0x30377,𰍷,1
0x30378,𰍸,1
0x3037e,𰍾,1
0x3039c,𰎜,1
0x303b7,𰎷,1
0x303d4,𰏔,1
0x303d6,𰏖,1
0x303fd,𰏽,1
0x30408,𰐈,1
0x3040c,𰐌,1
0x30417,𰐗,1
0x3043c,𰐼,1
0x3046f,𰑯,3
0x30479,𰑹,1
0x30491,𰒑,5
0x304ab,𰒫,1
0x304b7,𰒷,1
0x304b8,𰒸,2
0x304c9,𰓉,1
0x304e8,𰓨,1
0x304f7,𰓷,1
0x30523,𰔣,1
0x30524,𰔤,16
0x3052a,𰔪,1
0x30563,𰕣,2
0x30568,𰕨,1
0x30576,𰕶,1
0x3057c,𰕼,1
0x30581,𰖁,2
0x3058d,𰖍,9
0x305bd,𰖽,1
0x305c9,𰗉,1
0x305cb,𰗋,1
0x305d1,𰗑,1
0x305e3,𰗣,1
0x305e7,𰗧,1
0x305f2,𰗲,1
0x30602,𰘂,1
0x30612,𰘒,1
0x30649,𰙉,1
0x30654,𰙔,66
0x30657,𰙗,14
0x30658,𰙘,1
0x30683,𰚃,3
0x30686,𰚆,7
0x30687,𰚇,69
0x30691,𰚑,2
0x3069e,𰚞,1
0x306a3,𰚣,1
0x306be,𰚾,20
0x306ce,𰛎,6
0x306d1,𰛑,1
0x306dc,𰛜,1
0x30705,𰜅,1
0x3070f,𰜏,1
0x30723,𰜣,1
0x3072e,𰜮,11
0x30733,𰜳,1
0x30735,𰜵,4
0x30736,𰜶,1
0x30738,𰜸,3
0x30739,𰜹,15
0x30741,𰝁,1
0x30742,𰝂,31
0x30747,𰝇,1
0x3074b,𰝋,1
0x30750,𰝐,3
0x30756,𰝖,1
0x3075c,𰝜,1
0x30762,𰝢,1
0x30767,𰝧,1
0x30769,𰝩,45
0x30794,𰞔,1
0x3079c,𰞜,5
0x307b7,𰞷,1
0x307c6,𰟆,1
0x307d0,𰟐,2
0x307d9,𰟙,1
0x307da,𰟚,1
0x307e9,𰟩,1
0x307ec,𰟬,2
0x307ed,𰟭,1
0x307f3,𰟳,126
0x307fb,𰟻,1
0x307fd,𰟽,1
0x30803,𰠃,1
0x3080a,𰠊,1
0x30819,𰠙,1
0x30828,𰠨,1
0x30838,𰠸,12
0x3083e,𰠾,1
0x30840,𰡀,6
0x30849,𰡉,1
0x3084e,𰡎,1
0x30857,𰡗,2
0x3086d,𰡭,1
0x3086e,𰡮,1
0x30885,𰢅,1
0x30886,𰢆,1
0x30887,𰢇,1
0x30895,𰢕,2
0x30896,𰢖,1
0x3089a,𰢚,1
0x308a2,𰢢,1
0x308a7,𰢧,1
0x308b6,𰢶,1
0x308be,𰢾,3
0x308ca,𰣊,1
0x308cd,𰣍,12
0x308ce,𰣎,359
0x30911,𰤑,5
0x30938,𰤸,3
0x3093e,𰤾,159
0x30940,𰥀,1
0x3094d,𰥍,6
0x3094e,𰥎,2
0x30971,𰥱,32
0x3097d,𰥽,1
0x30992,𰦒,1
0x3099d,𰦝,65
0x309b7,𰦷,1
0x309b8,𰦸,1
0x309d7,𰧗,1
0x309ed,𰧭,1
0x309f3,𰧳,1
0x309f9,𰧹,2
0x30a02,𰨂,1
0x30a05,𰨅,4
0x30a0b,𰨋,1
0x30a0c,𰨌,1
0x30a13,𰨓,1
0x30a14,𰨔,1
0x30a15,𰨕,1
0x30a1b,𰨛,1
0x30a2c,𰨬,56
0x30a47,𰩇,2
0x30a49,𰩉,1
0x30a4b,𰩋,3
0x30a4d,𰩍,36
0x30a5b,𰩛,1
0x30a6c,𰩬,184
0x30a75,𰩵,2
0x30a76,𰩶,379
0x30a8a,𰪊,1
0x30aa4,𰪤,1
0x30aae,𰪮,2
0x30acf,𰫏,1
0x30ad9,𰫙,1
0x30adb,𰫛,7
0x30ae4,𰫤,1
0x30ae8,𰫨,2
0x30af7,𰫷,12
0x30afd,𰫽,1
0x30b08,𰬈,3
0x30b18,𰬘,1
0x30b29,𰬩,2
0x30b4c,𰭌,1
0x30b4e,𰭎,1
