decimalism,hexadecimal,kanji
198842,0x308ba,𰢺
198843,0x308bb,𰢻
198844,0x308bc,𰢼
198845,0x308bd,𰢽
198846,0x308be,𰢾
198847,0x308bf,𰢿
198848,0x308c0,𰣀
198849,0x308c1,𰣁
198850,0x308c2,𰣂
198851,0x308c3,𰣃
198852,0x308c4,𰣄
198853,0x308c5,𰣅
198854,0x308c6,𰣆
198855,0x308c7,𰣇
198856,0x308c8,𰣈
198857,0x308c9,𰣉
198858,0x308ca,𰣊
198859,0x308cb,𰣋
198860,0x308cc,𰣌
198861,0x308cd,𰣍
198862,0x308ce,𰣎
198863,0x308cf,𰣏
198864,0x308d0,𰣐
198865,0x308d1,𰣑
198866,0x308d2,𰣒
198867,0x308d3,𰣓
198868,0x308d4,𰣔
198869,0x308d5,𰣕
198870,0x308d6,𰣖
198871,0x308d7,𰣗
198872,0x308d8,𰣘
198873,0x308d9,𰣙
198874,0x308da,𰣚
198875,0x308db,𰣛
198876,0x308dc,𰣜
198877,0x308dd,𰣝
198878,0x308de,𰣞
198879,0x308df,𰣟
198880,0x308e0,𰣠
198881,0x308e1,𰣡
198882,0x308e2,𰣢
198883,0x308e3,𰣣
198884,0x308e4,𰣤
198885,0x308e5,𰣥
198886,0x308e6,𰣦
198887,0x308e7,𰣧
198888,0x308e8,𰣨
198889,0x308e9,𰣩
198890,0x308ea,𰣪
198891,0x308eb,𰣫
198892,0x308ec,𰣬
198893,0x308ed,𰣭
198894,0x308ee,𰣮
198895,0x308ef,𰣯
198896,0x308f0,𰣰
198897,0x308f1,𰣱
198898,0x308f2,𰣲
198899,0x308f3,𰣳
198900,0x308f4,𰣴
198901,0x308f5,𰣵
198902,0x308f6,𰣶
198903,0x308f7,𰣷
198904,0x308f8,𰣸
198905,0x308f9,𰣹
198906,0x308fa,𰣺
198907,0x308fb,𰣻
198908,0x308fc,𰣼
198909,0x308fd,𰣽
198910,0x308fe,𰣾
198911,0x308ff,𰣿
198912,0x30900,𰤀
198913,0x30901,𰤁
198914,0x30902,𰤂
198915,0x30903,𰤃
198916,0x30904,𰤄
198917,0x30905,𰤅
198918,0x30906,𰤆
198919,0x30907,𰤇
198920,0x30908,𰤈
198921,0x30909,𰤉
198922,0x3090a,𰤊
198923,0x3090b,𰤋
198924,0x3090c,𰤌
198925,0x3090d,𰤍
198926,0x3090e,𰤎
198927,0x3090f,𰤏
198928,0x30910,𰤐
198929,0x30911,𰤑
198930,0x30912,𰤒
198931,0x30913,𰤓
198932,0x30914,𰤔
198933,0x30915,𰤕
198934,0x30916,𰤖
198935,0x30917,𰤗
198936,0x30918,𰤘
198937,0x30919,𰤙
198938,0x3091a,𰤚
198939,0x3091b,𰤛
198940,0x3091c,𰤜
198941,0x3091d,𰤝
198942,0x3091e,𰤞
198943,0x3091f,𰤟
198944,0x30920,𰤠
198945,0x30921,𰤡
198946,0x30922,𰤢
198947,0x30923,𰤣
198948,0x30924,𰤤
198949,0x30925,𰤥
198950,0x30926,𰤦
198951,0x30927,𰤧
198952,0x30928,𰤨
198953,0x30929,𰤩
198954,0x3092a,𰤪
198955,0x3092b,𰤫
198956,0x3092c,𰤬
198957,0x3092d,𰤭
198958,0x3092e,𰤮
198959,0x3092f,𰤯
198960,0x30930,𰤰
198961,0x30931,𰤱
198962,0x30932,𰤲
198963,0x30933,𰤳
198964,0x30934,𰤴
198965,0x30935,𰤵
198966,0x30936,𰤶
198967,0x30937,𰤷
198968,0x30938,𰤸
198969,0x30939,𰤹
198970,0x3093a,𰤺
198971,0x3093b,𰤻
198972,0x3093c,𰤼
198973,0x3093d,𰤽
198974,0x3093e,𰤾
198975,0x3093f,𰤿
198976,0x30940,𰥀
198977,0x30941,𰥁
198978,0x30942,𰥂
198979,0x30943,𰥃
198980,0x30944,𰥄
198981,0x30945,𰥅
198982,0x30946,𰥆
198983,0x30947,𰥇
198984,0x30948,𰥈
198985,0x30949,𰥉
198986,0x3094a,𰥊
198987,0x3094b,𰥋
198988,0x3094c,𰥌
198989,0x3094d,𰥍
198990,0x3094e,𰥎
198991,0x3094f,𰥏
198992,0x30950,𰥐
198993,0x30951,𰥑
198994,0x30952,𰥒
198995,0x30953,𰥓
198996,0x30954,𰥔
198997,0x30955,𰥕
198998,0x30956,𰥖
198999,0x30957,𰥗
199000,0x30958,𰥘
199001,0x30959,𰥙
199002,0x3095a,𰥚
199003,0x3095b,𰥛
199004,0x3095c,𰥜
199005,0x3095d,𰥝
199006,0x3095e,𰥞
199007,0x3095f,𰥟
199008,0x30960,𰥠
199009,0x30961,𰥡
199010,0x30962,𰥢
199011,0x30963,𰥣
199012,0x30964,𰥤
199013,0x30965,𰥥
199014,0x30966,𰥦
199015,0x30967,𰥧
199016,0x30968,𰥨
199017,0x30969,𰥩
199018,0x3096a,𰥪
199019,0x3096b,𰥫
199020,0x3096c,𰥬
199021,0x3096d,𰥭
199022,0x3096e,𰥮
199023,0x3096f,𰥯
199024,0x30970,𰥰
199025,0x30971,𰥱
199026,0x30972,𰥲
199027,0x30973,𰥳
199028,0x30974,𰥴
199029,0x30975,𰥵
199030,0x30976,𰥶
199031,0x30977,𰥷
199032,0x30978,𰥸
199033,0x30979,𰥹
199034,0x3097a,𰥺
199035,0x3097b,𰥻
199036,0x3097c,𰥼
199037,0x3097d,𰥽
199038,0x3097e,𰥾
199039,0x3097f,𰥿
199040,0x30980,𰦀
199041,0x30981,𰦁
199042,0x30982,𰦂
199043,0x30983,𰦃
199044,0x30984,𰦄
199045,0x30985,𰦅
199046,0x30986,𰦆
199047,0x30987,𰦇
199048,0x30988,𰦈
199049,0x30989,𰦉
199050,0x3098a,𰦊
199051,0x3098b,𰦋
199052,0x3098c,𰦌
199053,0x3098d,𰦍
199054,0x3098e,𰦎
199055,0x3098f,𰦏
199056,0x30990,𰦐
199057,0x30991,𰦑
199058,0x30992,𰦒
199059,0x30993,𰦓
199060,0x30994,𰦔
199061,0x30995,𰦕
199062,0x30996,𰦖
199063,0x30997,𰦗
199064,0x30998,𰦘
199065,0x30999,𰦙
199066,0x3099a,𰦚
199067,0x3099b,𰦛
199068,0x3099c,𰦜
199069,0x3099d,𰦝
199070,0x3099e,𰦞
199071,0x3099f,𰦟
199072,0x309a0,𰦠
199073,0x309a1,𰦡
199074,0x309a2,𰦢
199075,0x309a3,𰦣
199076,0x309a4,𰦤
199077,0x309a5,𰦥
199078,0x309a6,𰦦
199079,0x309a7,𰦧
199080,0x309a8,𰦨
199081,0x309a9,𰦩
199082,0x309aa,𰦪
199083,0x309ab,𰦫
199084,0x309ac,𰦬
199085,0x309ad,𰦭
199086,0x309ae,𰦮
199087,0x309af,𰦯
199088,0x309b0,𰦰
199089,0x309b1,𰦱
199090,0x309b2,𰦲
199091,0x309b3,𰦳
199092,0x309b4,𰦴
199093,0x309b5,𰦵
199094,0x309b6,𰦶
199095,0x309b7,𰦷
199096,0x309b8,𰦸
199097,0x309b9,𰦹
199098,0x309ba,𰦺
199099,0x309bb,𰦻
199100,0x309bc,𰦼
199101,0x309bd,𰦽
199102,0x309be,𰦾
199103,0x309bf,𰦿
199104,0x309c0,𰧀
199105,0x309c1,𰧁
199106,0x309c2,𰧂
199107,0x309c3,𰧃
199108,0x309c4,𰧄
199109,0x309c5,𰧅
199110,0x309c6,𰧆
199111,0x309c7,𰧇
199112,0x309c8,𰧈
199113,0x309c9,𰧉
199114,0x309ca,𰧊
199115,0x309cb,𰧋
199116,0x309cc,𰧌
199117,0x309cd,𰧍
199118,0x309ce,𰧎
199119,0x309cf,𰧏
199120,0x309d0,𰧐
199121,0x309d1,𰧑
199122,0x309d2,𰧒
199123,0x309d3,𰧓
199124,0x309d4,𰧔
199125,0x309d5,𰧕
199126,0x309d6,𰧖
199127,0x309d7,𰧗
199128,0x309d8,𰧘
199129,0x309d9,𰧙
199130,0x309da,𰧚
199131,0x309db,𰧛
199132,0x309dc,𰧜
199133,0x309dd,𰧝
199134,0x309de,𰧞
199135,0x309df,𰧟
199136,0x309e0,𰧠
199137,0x309e1,𰧡
199138,0x309e2,𰧢
199139,0x309e3,𰧣
199140,0x309e4,𰧤
199141,0x309e5,𰧥
199142,0x309e6,𰧦
199143,0x309e7,𰧧
199144,0x309e8,𰧨
199145,0x309e9,𰧩
199146,0x309ea,𰧪
199147,0x309eb,𰧫
199148,0x309ec,𰧬
199149,0x309ed,𰧭
199150,0x309ee,𰧮
199151,0x309ef,𰧯
199152,0x309f0,𰧰
199153,0x309f1,𰧱
199154,0x309f2,𰧲
199155,0x309f3,𰧳
199156,0x309f4,𰧴
199157,0x309f5,𰧵
199158,0x309f6,𰧶
199159,0x309f7,𰧷
199160,0x309f8,𰧸
199161,0x309f9,𰧹
199162,0x309fa,𰧺
199163,0x309fb,𰧻
199164,0x309fc,𰧼
199165,0x309fd,𰧽
199166,0x309fe,𰧾
199167,0x309ff,𰧿
199168,0x30a00,𰨀
199169,0x30a01,𰨁
199170,0x30a02,𰨂
199171,0x30a03,𰨃
199172,0x30a04,𰨄
199173,0x30a05,𰨅
199174,0x30a06,𰨆
199175,0x30a07,𰨇
199176,0x30a08,𰨈
199177,0x30a09,𰨉
199178,0x30a0a,𰨊
199179,0x30a0b,𰨋
199180,0x30a0c,𰨌
199181,0x30a0d,𰨍
199182,0x30a0e,𰨎
199183,0x30a0f,𰨏
199184,0x30a10,𰨐
199185,0x30a11,𰨑
199186,0x30a12,𰨒
199187,0x30a13,𰨓
199188,0x30a14,𰨔
199189,0x30a15,𰨕
199190,0x30a16,𰨖
199191,0x30a17,𰨗
199192,0x30a18,𰨘
199193,0x30a19,𰨙
199194,0x30a1a,𰨚
199195,0x30a1b,𰨛
199196,0x30a1c,𰨜
199197,0x30a1d,𰨝
199198,0x30a1e,𰨞
199199,0x30a1f,𰨟
199200,0x30a20,𰨠
199201,0x30a21,𰨡
199202,0x30a22,𰨢
199203,0x30a23,𰨣
199204,0x30a24,𰨤
199205,0x30a25,𰨥
199206,0x30a26,𰨦
199207,0x30a27,𰨧
199208,0x30a28,𰨨
199209,0x30a29,𰨩
199210,0x30a2a,𰨪
199211,0x30a2b,𰨫
199212,0x30a2c,𰨬
199213,0x30a2d,𰨭
199214,0x30a2e,𰨮
199215,0x30a2f,𰨯
199216,0x30a30,𰨰
199217,0x30a31,𰨱
199218,0x30a32,𰨲
199219,0x30a33,𰨳
199220,0x30a34,𰨴
199221,0x30a35,𰨵
199222,0x30a36,𰨶
199223,0x30a37,𰨷
199224,0x30a38,𰨸
199225,0x30a39,𰨹
199226,0x30a3a,𰨺
199227,0x30a3b,𰨻
199228,0x30a3c,𰨼
199229,0x30a3d,𰨽
199230,0x30a3e,𰨾
199231,0x30a3f,𰨿
199232,0x30a40,𰩀
199233,0x30a41,𰩁
199234,0x30a42,𰩂
199235,0x30a43,𰩃
199236,0x30a44,𰩄
199237,0x30a45,𰩅
199238,0x30a46,𰩆
199239,0x30a47,𰩇
199240,0x30a48,𰩈
199241,0x30a49,𰩉
199242,0x30a4a,𰩊
199243,0x30a4b,𰩋
199244,0x30a4c,𰩌
199245,0x30a4d,𰩍
199246,0x30a4e,𰩎
199247,0x30a4f,𰩏
199248,0x30a50,𰩐
199249,0x30a51,𰩑
199250,0x30a52,𰩒
199251,0x30a53,𰩓
199252,0x30a54,𰩔
199253,0x30a55,𰩕
199254,0x30a56,𰩖
199255,0x30a57,𰩗
199256,0x30a58,𰩘
199257,0x30a59,𰩙
199258,0x30a5a,𰩚
199259,0x30a5b,𰩛
199260,0x30a5c,𰩜
199261,0x30a5d,𰩝
199262,0x30a5e,𰩞
199263,0x30a5f,𰩟
199264,0x30a60,𰩠
199265,0x30a61,𰩡
199266,0x30a62,𰩢
199267,0x30a63,𰩣
199268,0x30a64,𰩤
199269,0x30a65,𰩥
199270,0x30a66,𰩦
199271,0x30a67,𰩧
199272,0x30a68,𰩨
199273,0x30a69,𰩩
199274,0x30a6a,𰩪
199275,0x30a6b,𰩫
199276,0x30a6c,𰩬
199277,0x30a6d,𰩭
199278,0x30a6e,𰩮
199279,0x30a6f,𰩯
199280,0x30a70,𰩰
199281,0x30a71,𰩱
199282,0x30a72,𰩲
199283,0x30a73,𰩳
199284,0x30a74,𰩴
199285,0x30a75,𰩵
199286,0x30a76,𰩶
199287,0x30a77,𰩷
199288,0x30a78,𰩸
199289,0x30a79,𰩹
199290,0x30a7a,𰩺
199291,0x30a7b,𰩻
199292,0x30a7c,𰩼
199293,0x30a7d,𰩽
199294,0x30a7e,𰩾
199295,0x30a7f,𰩿
199296,0x30a80,𰪀
199297,0x30a81,𰪁
199298,0x30a82,𰪂
199299,0x30a83,𰪃
199300,0x30a84,𰪄
199301,0x30a85,𰪅
199302,0x30a86,𰪆
199303,0x30a87,𰪇
199304,0x30a88,𰪈
199305,0x30a89,𰪉
199306,0x30a8a,𰪊
199307,0x30a8b,𰪋
199308,0x30a8c,𰪌
199309,0x30a8d,𰪍
199310,0x30a8e,𰪎
199311,0x30a8f,𰪏
199312,0x30a90,𰪐
199313,0x30a91,𰪑
199314,0x30a92,𰪒
199315,0x30a93,𰪓
199316,0x30a94,𰪔
199317,0x30a95,𰪕
199318,0x30a96,𰪖
199319,0x30a97,𰪗
199320,0x30a98,𰪘
199321,0x30a99,𰪙
199322,0x30a9a,𰪚
199323,0x30a9b,𰪛
199324,0x30a9c,𰪜
199325,0x30a9d,𰪝
199326,0x30a9e,𰪞
199327,0x30a9f,𰪟
199328,0x30aa0,𰪠
199329,0x30aa1,𰪡
199330,0x30aa2,𰪢
199331,0x30aa3,𰪣
199332,0x30aa4,𰪤
199333,0x30aa5,𰪥
199334,0x30aa6,𰪦
199335,0x30aa7,𰪧
199336,0x30aa8,𰪨
199337,0x30aa9,𰪩
199338,0x30aaa,𰪪
199339,0x30aab,𰪫
199340,0x30aac,𰪬
199341,0x30aad,𰪭
199342,0x30aae,𰪮
199343,0x30aaf,𰪯
199344,0x30ab0,𰪰
199345,0x30ab1,𰪱
199346,0x30ab2,𰪲
199347,0x30ab3,𰪳
199348,0x30ab4,𰪴
199349,0x30ab5,𰪵
199350,0x30ab6,𰪶
199351,0x30ab7,𰪷
199352,0x30ab8,𰪸
199353,0x30ab9,𰪹
199354,0x30aba,𰪺
199355,0x30abb,𰪻
199356,0x30abc,𰪼
199357,0x30abd,𰪽
199358,0x30abe,𰪾
199359,0x30abf,𰪿
199360,0x30ac0,𰫀
199361,0x30ac1,𰫁
199362,0x30ac2,𰫂
199363,0x30ac3,𰫃
199364,0x30ac4,𰫄
199365,0x30ac5,𰫅
199366,0x30ac6,𰫆
199367,0x30ac7,𰫇
199368,0x30ac8,𰫈
199369,0x30ac9,𰫉
199370,0x30aca,𰫊
199371,0x30acb,𰫋
199372,0x30acc,𰫌
199373,0x30acd,𰫍
199374,0x30ace,𰫎
199375,0x30acf,𰫏
199376,0x30ad0,𰫐
199377,0x30ad1,𰫑
199378,0x30ad2,𰫒
199379,0x30ad3,𰫓
199380,0x30ad4,𰫔
199381,0x30ad5,𰫕
199382,0x30ad6,𰫖
199383,0x30ad7,𰫗
199384,0x30ad8,𰫘
199385,0x30ad9,𰫙
199386,0x30ada,𰫚
199387,0x30adb,𰫛
199388,0x30adc,𰫜
199389,0x30add,𰫝
199390,0x30ade,𰫞
199391,0x30adf,𰫟
199392,0x30ae0,𰫠
199393,0x30ae1,𰫡
199394,0x30ae2,𰫢
199395,0x30ae3,𰫣
199396,0x30ae4,𰫤
199397,0x30ae5,𰫥
199398,0x30ae6,𰫦
199399,0x30ae7,𰫧
199400,0x30ae8,𰫨
199401,0x30ae9,𰫩
199402,0x30aea,𰫪
199403,0x30aeb,𰫫
199404,0x30aec,𰫬
199405,0x30aed,𰫭
199406,0x30aee,𰫮
199407,0x30aef,𰫯
199408,0x30af0,𰫰
199409,0x30af1,𰫱
199410,0x30af2,𰫲
199411,0x30af3,𰫳
199412,0x30af4,𰫴
199413,0x30af5,𰫵
199414,0x30af6,𰫶
199415,0x30af7,𰫷
199416,0x30af8,𰫸
199417,0x30af9,𰫹
199418,0x30afa,𰫺
199419,0x30afb,𰫻
199420,0x30afc,𰫼
199421,0x30afd,𰫽
199422,0x30afe,𰫾
199423,0x30aff,𰫿
199424,0x30b00,𰬀
199425,0x30b01,𰬁
199426,0x30b02,𰬂
199427,0x30b03,𰬃
199428,0x30b04,𰬄
199429,0x30b05,𰬅
199430,0x30b06,𰬆
199431,0x30b07,𰬇
199432,0x30b08,𰬈
199433,0x30b09,𰬉
199434,0x30b0a,𰬊
199435,0x30b0b,𰬋
199436,0x30b0c,𰬌
199437,0x30b0d,𰬍
199438,0x30b0e,𰬎
199439,0x30b0f,𰬏
199440,0x30b10,𰬐
199441,0x30b11,𰬑
199442,0x30b12,𰬒
199443,0x30b13,𰬓
199444,0x30b14,𰬔
199445,0x30b15,𰬕
199446,0x30b16,𰬖
199447,0x30b17,𰬗
199448,0x30b18,𰬘
199449,0x30b19,𰬙
199450,0x30b1a,𰬚
199451,0x30b1b,𰬛
199452,0x30b1c,𰬜
199453,0x30b1d,𰬝
199454,0x30b1e,𰬞
199455,0x30b1f,𰬟
199456,0x30b20,𰬠
199457,0x30b21,𰬡
199458,0x30b22,𰬢
199459,0x30b23,𰬣
199460,0x30b24,𰬤
199461,0x30b25,𰬥
199462,0x30b26,𰬦
199463,0x30b27,𰬧
199464,0x30b28,𰬨
199465,0x30b29,𰬩
199466,0x30b2a,𰬪
199467,0x30b2b,𰬫
199468,0x30b2c,𰬬
199469,0x30b2d,𰬭
199470,0x30b2e,𰬮
199471,0x30b2f,𰬯
199472,0x30b30,𰬰
199473,0x30b31,𰬱
199474,0x30b32,𰬲
199475,0x30b33,𰬳
199476,0x30b34,𰬴
199477,0x30b35,𰬵
199478,0x30b36,𰬶
199479,0x30b37,𰬷
199480,0x30b38,𰬸
199481,0x30b39,𰬹
199482,0x30b3a,𰬺
199483,0x30b3b,𰬻
199484,0x30b3c,𰬼
199485,0x30b3d,𰬽
199486,0x30b3e,𰬾
199487,0x30b3f,𰬿
199488,0x30b40,𰭀
199489,0x30b41,𰭁
199490,0x30b42,𰭂
199491,0x30b43,𰭃
199492,0x30b44,𰭄
199493,0x30b45,𰭅
199494,0x30b46,𰭆
199495,0x30b47,𰭇
199496,0x30b48,𰭈
199497,0x30b49,𰭉
199498,0x30b4a,𰭊
199499,0x30b4b,𰭋
199500,0x30b4c,𰭌
199501,0x30b4d,𰭍
199502,0x30b4e,𰭎
199503,0x30b4f,𰭏
199504,0x30b50,𰭐
199505,0x30b51,𰭑
199506,0x30b52,𰭒
199507,0x30b53,𰭓
199508,0x30b54,𰭔
199509,0x30b55,𰭕
199510,0x30b56,𰭖
199511,0x30b57,𰭗
199512,0x30b58,𰭘
199513,0x30b59,𰭙
199514,0x30b5a,𰭚
199515,0x30b5b,𰭛
199516,0x30b5c,𰭜
199517,0x30b5d,𰭝
199518,0x30b5e,𰭞
199519,0x30b5f,𰭟
199520,0x30b60,𰭠
199521,0x30b61,𰭡
199522,0x30b62,𰭢
199523,0x30b63,𰭣
199524,0x30b64,𰭤
199525,0x30b65,𰭥
199526,0x30b66,𰭦
199527,0x30b67,𰭧
199528,0x30b68,𰭨
199529,0x30b69,𰭩
199530,0x30b6a,𰭪
199531,0x30b6b,𰭫
199532,0x30b6c,𰭬
199533,0x30b6d,𰭭
199534,0x30b6e,𰭮
199535,0x30b6f,𰭯
199536,0x30b70,𰭰
199537,0x30b71,𰭱
199538,0x30b72,𰭲
199539,0x30b73,𰭳
199540,0x30b74,𰭴
199541,0x30b75,𰭵
199542,0x30b76,𰭶
199543,0x30b77,𰭷
199544,0x30b78,𰭸
199545,0x30b79,𰭹
199546,0x30b7a,𰭺
199547,0x30b7b,𰭻
199548,0x30b7c,𰭼
199549,0x30b7d,𰭽
199550,0x30b7e,𰭾
199551,0x30b7f,𰭿
199552,0x30b80,𰮀
199553,0x30b81,𰮁
199554,0x30b82,𰮂
199555,0x30b83,𰮃
199556,0x30b84,𰮄
199557,0x30b85,𰮅
199558,0x30b86,𰮆
199559,0x30b87,𰮇
199560,0x30b88,𰮈
199561,0x30b89,𰮉
199562,0x30b8a,𰮊
199563,0x30b8b,𰮋
199564,0x30b8c,𰮌
199565,0x30b8d,𰮍
199566,0x30b8e,𰮎
199567,0x30b8f,𰮏
199568,0x30b90,𰮐
199569,0x30b91,𰮑
199570,0x30b92,𰮒
199571,0x30b93,𰮓
199572,0x30b94,𰮔
199573,0x30b95,𰮕
199574,0x30b96,𰮖
199575,0x30b97,𰮗
199576,0x30b98,𰮘
199577,0x30b99,𰮙
199578,0x30b9a,𰮚
199579,0x30b9b,𰮛
199580,0x30b9c,𰮜
199581,0x30b9d,𰮝
199582,0x30b9e,𰮞
199583,0x30b9f,𰮟
199584,0x30ba0,𰮠
199585,0x30ba1,𰮡
199586,0x30ba2,𰮢
199587,0x30ba3,𰮣
199588,0x30ba4,𰮤
199589,0x30ba5,𰮥
199590,0x30ba6,𰮦
199591,0x30ba7,𰮧
199592,0x30ba8,𰮨
199593,0x30ba9,𰮩
199594,0x30baa,𰮪
199595,0x30bab,𰮫
199596,0x30bac,𰮬
199597,0x30bad,𰮭
199598,0x30bae,𰮮
199599,0x30baf,𰮯
199600,0x30bb0,𰮰
199601,0x30bb1,𰮱
199602,0x30bb2,𰮲
199603,0x30bb3,𰮳
199604,0x30bb4,𰮴
199605,0x30bb5,𰮵
199606,0x30bb6,𰮶
199607,0x30bb7,𰮷
199608,0x30bb8,𰮸
199609,0x30bb9,𰮹
199610,0x30bba,𰮺
199611,0x30bbb,𰮻
199612,0x30bbc,𰮼
199613,0x30bbd,𰮽
199614,0x30bbe,𰮾
199615,0x30bbf,𰮿
199616,0x30bc0,𰯀
199617,0x30bc1,𰯁
199618,0x30bc2,𰯂
199619,0x30bc3,𰯃
199620,0x30bc4,𰯄
199621,0x30bc5,𰯅
199622,0x30bc6,𰯆
199623,0x30bc7,𰯇
199624,0x30bc8,𰯈
199625,0x30bc9,𰯉
199626,0x30bca,𰯊
199627,0x30bcb,𰯋
199628,0x30bcc,𰯌
199629,0x30bcd,𰯍
199630,0x30bce,𰯎
199631,0x30bcf,𰯏
199632,0x30bd0,𰯐
199633,0x30bd1,𰯑
199634,0x30bd2,𰯒
199635,0x30bd3,𰯓
199636,0x30bd4,𰯔
199637,0x30bd5,𰯕
199638,0x30bd6,𰯖
199639,0x30bd7,𰯗
199640,0x30bd8,𰯘
199641,0x30bd9,𰯙
199642,0x30bda,𰯚
199643,0x30bdb,𰯛
199644,0x30bdc,𰯜
199645,0x30bdd,𰯝
199646,0x30bde,𰯞
199647,0x30bdf,𰯟
199648,0x30be0,𰯠
199649,0x30be1,𰯡
199650,0x30be2,𰯢
199651,0x30be3,𰯣
199652,0x30be4,𰯤
199653,0x30be5,𰯥
199654,0x30be6,𰯦
199655,0x30be7,𰯧
199656,0x30be8,𰯨
199657,0x30be9,𰯩
199658,0x30bea,𰯪
199659,0x30beb,𰯫
199660,0x30bec,𰯬
199661,0x30bed,𰯭
199662,0x30bee,𰯮
199663,0x30bef,𰯯
199664,0x30bf0,𰯰
199665,0x30bf1,𰯱
199666,0x30bf2,𰯲
199667,0x30bf3,𰯳
199668,0x30bf4,𰯴
199669,0x30bf5,𰯵
199670,0x30bf6,𰯶
199671,0x30bf7,𰯷
199672,0x30bf8,𰯸
199673,0x30bf9,𰯹
199674,0x30bfa,𰯺
199675,0x30bfb,𰯻
199676,0x30bfc,𰯼
199677,0x30bfd,𰯽
199678,0x30bfe,𰯾
199679,0x30bff,𰯿
199680,0x30c00,𰰀
199681,0x30c01,𰰁
199682,0x30c02,𰰂
199683,0x30c03,𰰃
199684,0x30c04,𰰄
199685,0x30c05,𰰅
199686,0x30c06,𰰆
199687,0x30c07,𰰇
199688,0x30c08,𰰈
199689,0x30c09,𰰉
199690,0x30c0a,𰰊
199691,0x30c0b,𰰋
199692,0x30c0c,𰰌
199693,0x30c0d,𰰍
199694,0x30c0e,𰰎
199695,0x30c0f,𰰏
199696,0x30c10,𰰐
199697,0x30c11,𰰑
199698,0x30c12,𰰒
199699,0x30c13,𰰓
199700,0x30c14,𰰔
199701,0x30c15,𰰕
199702,0x30c16,𰰖
199703,0x30c17,𰰗
199704,0x30c18,𰰘
199705,0x30c19,𰰙
199706,0x30c1a,𰰚
199707,0x30c1b,𰰛
199708,0x30c1c,𰰜
199709,0x30c1d,𰰝
199710,0x30c1e,𰰞
199711,0x30c1f,𰰟
199712,0x30c20,𰰠
199713,0x30c21,𰰡
199714,0x30c22,𰰢
199715,0x30c23,𰰣
199716,0x30c24,𰰤
199717,0x30c25,𰰥
199718,0x30c26,𰰦
199719,0x30c27,𰰧
199720,0x30c28,𰰨
199721,0x30c29,𰰩
199722,0x30c2a,𰰪
199723,0x30c2b,𰰫
199724,0x30c2c,𰰬
199725,0x30c2d,𰰭
199726,0x30c2e,𰰮
199727,0x30c2f,𰰯
199728,0x30c30,𰰰
199729,0x30c31,𰰱
199730,0x30c32,𰰲
199731,0x30c33,𰰳
199732,0x30c34,𰰴
199733,0x30c35,𰰵
199734,0x30c36,𰰶
199735,0x30c37,𰰷
199736,0x30c38,𰰸
199737,0x30c39,𰰹
199738,0x30c3a,𰰺
199739,0x30c3b,𰰻
199740,0x30c3c,𰰼
199741,0x30c3d,𰰽
199742,0x30c3e,𰰾
199743,0x30c3f,𰰿
199744,0x30c40,𰱀
199745,0x30c41,𰱁
199746,0x30c42,𰱂
199747,0x30c43,𰱃
199748,0x30c44,𰱄
199749,0x30c45,𰱅
199750,0x30c46,𰱆
199751,0x30c47,𰱇
199752,0x30c48,𰱈
199753,0x30c49,𰱉
199754,0x30c4a,𰱊
199755,0x30c4b,𰱋
199756,0x30c4c,𰱌
199757,0x30c4d,𰱍
199758,0x30c4e,𰱎
199759,0x30c4f,𰱏
199760,0x30c50,𰱐
199761,0x30c51,𰱑
199762,0x30c52,𰱒
199763,0x30c53,𰱓
199764,0x30c54,𰱔
199765,0x30c55,𰱕
199766,0x30c56,𰱖
199767,0x30c57,𰱗
199768,0x30c58,𰱘
199769,0x30c59,𰱙
199770,0x30c5a,𰱚
199771,0x30c5b,𰱛
199772,0x30c5c,𰱜
199773,0x30c5d,𰱝
199774,0x30c5e,𰱞
199775,0x30c5f,𰱟
199776,0x30c60,𰱠
199777,0x30c61,𰱡
199778,0x30c62,𰱢
199779,0x30c63,𰱣
199780,0x30c64,𰱤
199781,0x30c65,𰱥
199782,0x30c66,𰱦
199783,0x30c67,𰱧
199784,0x30c68,𰱨
199785,0x30c69,𰱩
199786,0x30c6a,𰱪
199787,0x30c6b,𰱫
199788,0x30c6c,𰱬
199789,0x30c6d,𰱭
199790,0x30c6e,𰱮
199791,0x30c6f,𰱯
199792,0x30c70,𰱰
199793,0x30c71,𰱱
199794,0x30c72,𰱲
199795,0x30c73,𰱳
199796,0x30c74,𰱴
199797,0x30c75,𰱵
199798,0x30c76,𰱶
199799,0x30c77,𰱷
199800,0x30c78,𰱸
199801,0x30c79,𰱹
199802,0x30c7a,𰱺
199803,0x30c7b,𰱻
199804,0x30c7c,𰱼
199805,0x30c7d,𰱽
199806,0x30c7e,𰱾
199807,0x30c7f,𰱿
199808,0x30c80,𰲀
199809,0x30c81,𰲁
199810,0x30c82,𰲂
199811,0x30c83,𰲃
199812,0x30c84,𰲄
199813,0x30c85,𰲅
199814,0x30c86,𰲆
199815,0x30c87,𰲇
199816,0x30c88,𰲈
199817,0x30c89,𰲉
199818,0x30c8a,𰲊
199819,0x30c8b,𰲋
199820,0x30c8c,𰲌
199821,0x30c8d,𰲍
199822,0x30c8e,𰲎
199823,0x30c8f,𰲏
199824,0x30c90,𰲐
199825,0x30c91,𰲑
199826,0x30c92,𰲒
