decimalism,hexadecimal,kanji
201312,0x31260,𱉠
201313,0x31261,𱉡
201314,0x31262,𱉢
201315,0x31263,𱉣
201316,0x31264,𱉤
201317,0x31265,𱉥
201318,0x31266,𱉦
201319,0x31267,𱉧
201320,0x31268,𱉨
201321,0x31269,𱉩
201322,0x3126a,𱉪
201323,0x3126b,𱉫
201324,0x3126c,𱉬
201325,0x3126d,𱉭
201326,0x3126e,𱉮
201327,0x3126f,𱉯
201328,0x31270,𱉰
201329,0x31271,𱉱
201330,0x31272,𱉲
201331,0x31273,𱉳
201332,0x31274,𱉴
201333,0x31275,𱉵
201334,0x31276,𱉶
201335,0x31277,𱉷
201336,0x31278,𱉸
201337,0x31279,𱉹
201338,0x3127a,𱉺
201339,0x3127b,𱉻
201340,0x3127c,𱉼
201341,0x3127d,𱉽
201342,0x3127e,𱉾
201343,0x3127f,𱉿
201344,0x31280,𱊀
201345,0x31281,𱊁
201346,0x31282,𱊂
201347,0x31283,𱊃
201348,0x31284,𱊄
201349,0x31285,𱊅
201350,0x31286,𱊆
201351,0x31287,𱊇
201352,0x31288,𱊈
201353,0x31289,𱊉
201354,0x3128a,𱊊
201355,0x3128b,𱊋
201356,0x3128c,𱊌
201357,0x3128d,𱊍
201358,0x3128e,𱊎
201359,0x3128f,𱊏
201360,0x31290,𱊐
201361,0x31291,𱊑
201362,0x31292,𱊒
201363,0x31293,𱊓
201364,0x31294,𱊔
201365,0x31295,𱊕
201366,0x31296,𱊖
201367,0x31297,𱊗
201368,0x31298,𱊘
201369,0x31299,𱊙
201370,0x3129a,𱊚
201371,0x3129b,𱊛
201372,0x3129c,𱊜
201373,0x3129d,𱊝
201374,0x3129e,𱊞
201375,0x3129f,𱊟
201376,0x312a0,𱊠
201377,0x312a1,𱊡
201378,0x312a2,𱊢
201379,0x312a3,𱊣
201380,0x312a4,𱊤
201381,0x312a5,𱊥
201382,0x312a6,𱊦
201383,0x312a7,𱊧
201384,0x312a8,𱊨
201385,0x312a9,𱊩
201386,0x312aa,𱊪
201387,0x312ab,𱊫
201388,0x312ac,𱊬
201389,0x312ad,𱊭
201390,0x312ae,𱊮
201391,0x312af,𱊯
201392,0x312b0,𱊰
201393,0x312b1,𱊱
201394,0x312b2,𱊲
201395,0x312b3,𱊳
201396,0x312b4,𱊴
201397,0x312b5,𱊵
201398,0x312b6,𱊶
201399,0x312b7,𱊷
201400,0x312b8,𱊸
201401,0x312b9,𱊹
201402,0x312ba,𱊺
201403,0x312bb,𱊻
201404,0x312bc,𱊼
201405,0x312bd,𱊽
201406,0x312be,𱊾
201407,0x312bf,𱊿
201408,0x312c0,𱋀
201409,0x312c1,𱋁
201410,0x312c2,𱋂
201411,0x312c3,𱋃
201412,0x312c4,𱋄
201413,0x312c5,𱋅
201414,0x312c6,𱋆
201415,0x312c7,𱋇
201416,0x312c8,𱋈
201417,0x312c9,𱋉
201418,0x312ca,𱋊
201419,0x312cb,𱋋
201420,0x312cc,𱋌
201421,0x312cd,𱋍
201422,0x312ce,𱋎
201423,0x312cf,𱋏
201424,0x312d0,𱋐
201425,0x312d1,𱋑
201426,0x312d2,𱋒
201427,0x312d3,𱋓
201428,0x312d4,𱋔
201429,0x312d5,𱋕
201430,0x312d6,𱋖
201431,0x312d7,𱋗
201432,0x312d8,𱋘
201433,0x312d9,𱋙
201434,0x312da,𱋚
201435,0x312db,𱋛
201436,0x312dc,𱋜
201437,0x312dd,𱋝
201438,0x312de,𱋞
201439,0x312df,𱋟
201440,0x312e0,𱋠
201441,0x312e1,𱋡
201442,0x312e2,𱋢
201443,0x312e3,𱋣
201444,0x312e4,𱋤
201445,0x312e5,𱋥
201446,0x312e6,𱋦
201447,0x312e7,𱋧
201448,0x312e8,𱋨
201449,0x312e9,𱋩
201450,0x312ea,𱋪
201451,0x312eb,𱋫
201452,0x312ec,𱋬
201453,0x312ed,𱋭
201454,0x312ee,𱋮
201455,0x312ef,𱋯
201456,0x312f0,𱋰
201457,0x312f1,𱋱
201458,0x312f2,𱋲
201459,0x312f3,𱋳
201460,0x312f4,𱋴
201461,0x312f5,𱋵
201462,0x312f6,𱋶
201463,0x312f7,𱋷
201464,0x312f8,𱋸
201465,0x312f9,𱋹
201466,0x312fa,𱋺
201467,0x312fb,𱋻
201468,0x312fc,𱋼
201469,0x312fd,𱋽
201470,0x312fe,𱋾
201471,0x312ff,𱋿
201472,0x31300,𱌀
201473,0x31301,𱌁
201474,0x31302,𱌂
201475,0x31303,𱌃
201476,0x31304,𱌄
201477,0x31305,𱌅
201478,0x31306,𱌆
201479,0x31307,𱌇
201480,0x31308,𱌈
201481,0x31309,𱌉
201482,0x3130a,𱌊
201483,0x3130b,𱌋
201484,0x3130c,𱌌
201485,0x3130d,𱌍
201486,0x3130e,𱌎
201487,0x3130f,𱌏
201488,0x31310,𱌐
201489,0x31311,𱌑
201490,0x31312,𱌒
201491,0x31313,𱌓
201492,0x31314,𱌔
201493,0x31315,𱌕
201494,0x31316,𱌖
201495,0x31317,𱌗
201496,0x31318,𱌘
201497,0x31319,𱌙
201498,0x3131a,𱌚
201499,0x3131b,𱌛
201500,0x3131c,𱌜
201501,0x3131d,𱌝
201502,0x3131e,𱌞
201503,0x3131f,𱌟
201504,0x31320,𱌠
201505,0x31321,𱌡
201506,0x31322,𱌢
201507,0x31323,𱌣
201508,0x31324,𱌤
201509,0x31325,𱌥
201510,0x31326,𱌦
201511,0x31327,𱌧
201512,0x31328,𱌨
201513,0x31329,𱌩
201514,0x3132a,𱌪
201515,0x3132b,𱌫
201516,0x3132c,𱌬
201517,0x3132d,𱌭
201518,0x3132e,𱌮
201519,0x3132f,𱌯
201520,0x31330,𱌰
201521,0x31331,𱌱
201522,0x31332,𱌲
201523,0x31333,𱌳
201524,0x31334,𱌴
201525,0x31335,𱌵
201526,0x31336,𱌶
201527,0x31337,𱌷
201528,0x31338,𱌸
201529,0x31339,𱌹
201530,0x3133a,𱌺
201531,0x3133b,𱌻
201532,0x3133c,𱌼
201533,0x3133d,𱌽
201534,0x3133e,𱌾
201535,0x3133f,𱌿
201536,0x31340,𱍀
201537,0x31341,𱍁
201538,0x31342,𱍂
201539,0x31343,𱍃
201540,0x31344,𱍄
201541,0x31345,𱍅
201542,0x31346,𱍆
201543,0x31347,𱍇
201544,0x31348,𱍈
201545,0x31349,𱍉
201546,0x3134a,𱍊
201552,0x31350,𱍐
201553,0x31351,𱍑
201554,0x31352,𱍒
201555,0x31353,𱍓
201556,0x31354,𱍔
201557,0x31355,𱍕
201558,0x31356,𱍖
201559,0x31357,𱍗
201560,0x31358,𱍘
201561,0x31359,𱍙
201562,0x3135a,𱍚
201563,0x3135b,𱍛
201564,0x3135c,𱍜
201565,0x3135d,𱍝
201566,0x3135e,𱍞
201567,0x3135f,𱍟
201568,0x31360,𱍠
201569,0x31361,𱍡
201570,0x31362,𱍢
201571,0x31363,𱍣
201572,0x31364,𱍤
201573,0x31365,𱍥
201574,0x31366,𱍦
201575,0x31367,𱍧
201576,0x31368,𱍨
201577,0x31369,𱍩
201578,0x3136a,𱍪
201579,0x3136b,𱍫
201580,0x3136c,𱍬
201581,0x3136d,𱍭
201582,0x3136e,𱍮
201583,0x3136f,𱍯
201584,0x31370,𱍰
201585,0x31371,𱍱
201586,0x31372,𱍲
201587,0x31373,𱍳
201588,0x31374,𱍴
201589,0x31375,𱍵
201590,0x31376,𱍶
201591,0x31377,𱍷
201592,0x31378,𱍸
201593,0x31379,𱍹
201594,0x3137a,𱍺
201595,0x3137b,𱍻
201596,0x3137c,𱍼
201597,0x3137d,𱍽
201598,0x3137e,𱍾
201599,0x3137f,𱍿
201600,0x31380,𱎀
201601,0x31381,𱎁
201602,0x31382,𱎂
201603,0x31383,𱎃
201604,0x31384,𱎄
201605,0x31385,𱎅
201606,0x31386,𱎆
201607,0x31387,𱎇
201608,0x31388,𱎈
201609,0x31389,𱎉
201610,0x3138a,𱎊
201611,0x3138b,𱎋
201612,0x3138c,𱎌
201613,0x3138d,𱎍
201614,0x3138e,𱎎
201615,0x3138f,𱎏
201616,0x31390,𱎐
201617,0x31391,𱎑
201618,0x31392,𱎒
201619,0x31393,𱎓
201620,0x31394,𱎔
201621,0x31395,𱎕
201622,0x31396,𱎖
201623,0x31397,𱎗
201624,0x31398,𱎘
201625,0x31399,𱎙
201626,0x3139a,𱎚
201627,0x3139b,𱎛
201628,0x3139c,𱎜
201629,0x3139d,𱎝
201630,0x3139e,𱎞
201631,0x3139f,𱎟
201632,0x313a0,𱎠
201633,0x313a1,𱎡
201634,0x313a2,𱎢
201635,0x313a3,𱎣
201636,0x313a4,𱎤
201637,0x313a5,𱎥
201638,0x313a6,𱎦
201639,0x313a7,𱎧
201640,0x313a8,𱎨
201641,0x313a9,𱎩
201642,0x313aa,𱎪
201643,0x313ab,𱎫
201644,0x313ac,𱎬
201645,0x313ad,𱎭
201646,0x313ae,𱎮
201647,0x313af,𱎯
201648,0x313b0,𱎰
201649,0x313b1,𱎱
201650,0x313b2,𱎲
201651,0x313b3,𱎳
201652,0x313b4,𱎴
201653,0x313b5,𱎵
201654,0x313b6,𱎶
201655,0x313b7,𱎷
201656,0x313b8,𱎸
201657,0x313b9,𱎹
201658,0x313ba,𱎺
201659,0x313bb,𱎻
201660,0x313bc,𱎼
201661,0x313bd,𱎽
201662,0x313be,𱎾
201663,0x313bf,𱎿
201664,0x313c0,𱏀
201665,0x313c1,𱏁
201666,0x313c2,𱏂
201667,0x313c3,𱏃
201668,0x313c4,𱏄
201669,0x313c5,𱏅
201670,0x313c6,𱏆
201671,0x313c7,𱏇
201672,0x313c8,𱏈
201673,0x313c9,𱏉
201674,0x313ca,𱏊
201675,0x313cb,𱏋
201676,0x313cc,𱏌
201677,0x313cd,𱏍
201678,0x313ce,𱏎
201679,0x313cf,𱏏
201680,0x313d0,𱏐
201681,0x313d1,𱏑
201682,0x313d2,𱏒
201683,0x313d3,𱏓
201684,0x313d4,𱏔
201685,0x313d5,𱏕
201686,0x313d6,𱏖
201687,0x313d7,𱏗
201688,0x313d8,𱏘
201689,0x313d9,𱏙
201690,0x313da,𱏚
201691,0x313db,𱏛
201692,0x313dc,𱏜
201693,0x313dd,𱏝
201694,0x313de,𱏞
201695,0x313df,𱏟
201696,0x313e0,𱏠
201697,0x313e1,𱏡
201698,0x313e2,𱏢
201699,0x313e3,𱏣
201700,0x313e4,𱏤
201701,0x313e5,𱏥
201702,0x313e6,𱏦
201703,0x313e7,𱏧
201704,0x313e8,𱏨
201705,0x313e9,𱏩
201706,0x313ea,𱏪
201707,0x313eb,𱏫
201708,0x313ec,𱏬
201709,0x313ed,𱏭
201710,0x313ee,𱏮
201711,0x313ef,𱏯
201712,0x313f0,𱏰
201713,0x313f1,𱏱
201714,0x313f2,𱏲
201715,0x313f3,𱏳
201716,0x313f4,𱏴
201717,0x313f5,𱏵
201718,0x313f6,𱏶
201719,0x313f7,𱏷
201720,0x313f8,𱏸
201721,0x313f9,𱏹
201722,0x313fa,𱏺
201723,0x313fb,𱏻
201724,0x313fc,𱏼
201725,0x313fd,𱏽
201726,0x313fe,𱏾
201727,0x313ff,𱏿
201728,0x31400,𱐀
201729,0x31401,𱐁
201730,0x31402,𱐂
201731,0x31403,𱐃
201732,0x31404,𱐄
201733,0x31405,𱐅
201734,0x31406,𱐆
201735,0x31407,𱐇
201736,0x31408,𱐈
201737,0x31409,𱐉
201738,0x3140a,𱐊
201739,0x3140b,𱐋
201740,0x3140c,𱐌
201741,0x3140d,𱐍
201742,0x3140e,𱐎
201743,0x3140f,𱐏
201744,0x31410,𱐐
201745,0x31411,𱐑
201746,0x31412,𱐒
201747,0x31413,𱐓
201748,0x31414,𱐔
201749,0x31415,𱐕
201750,0x31416,𱐖
201751,0x31417,𱐗
201752,0x31418,𱐘
201753,0x31419,𱐙
201754,0x3141a,𱐚
201755,0x3141b,𱐛
201756,0x3141c,𱐜
201757,0x3141d,𱐝
201758,0x3141e,𱐞
201759,0x3141f,𱐟
201760,0x31420,𱐠
201761,0x31421,𱐡
201762,0x31422,𱐢
201763,0x31423,𱐣
201764,0x31424,𱐤
201765,0x31425,𱐥
201766,0x31426,𱐦
201767,0x31427,𱐧
201768,0x31428,𱐨
201769,0x31429,𱐩
201770,0x3142a,𱐪
201771,0x3142b,𱐫
201772,0x3142c,𱐬
201773,0x3142d,𱐭
201774,0x3142e,𱐮
201775,0x3142f,𱐯
201776,0x31430,𱐰
201777,0x31431,𱐱
201778,0x31432,𱐲
201779,0x31433,𱐳
201780,0x31434,𱐴
201781,0x31435,𱐵
201782,0x31436,𱐶
201783,0x31437,𱐷
201784,0x31438,𱐸
201785,0x31439,𱐹
201786,0x3143a,𱐺
201787,0x3143b,𱐻
201788,0x3143c,𱐼
201789,0x3143d,𱐽
201790,0x3143e,𱐾
201791,0x3143f,𱐿
201792,0x31440,𱑀
201793,0x31441,𱑁
201794,0x31442,𱑂
201795,0x31443,𱑃
201796,0x31444,𱑄
201797,0x31445,𱑅
201798,0x31446,𱑆
201799,0x31447,𱑇
201800,0x31448,𱑈
201801,0x31449,𱑉
201802,0x3144a,𱑊
201803,0x3144b,𱑋
201804,0x3144c,𱑌
201805,0x3144d,𱑍
201806,0x3144e,𱑎
201807,0x3144f,𱑏
201808,0x31450,𱑐
201809,0x31451,𱑑
201810,0x31452,𱑒
201811,0x31453,𱑓
201812,0x31454,𱑔
201813,0x31455,𱑕
201814,0x31456,𱑖
201815,0x31457,𱑗
201816,0x31458,𱑘
201817,0x31459,𱑙
201818,0x3145a,𱑚
201819,0x3145b,𱑛
201820,0x3145c,𱑜
201821,0x3145d,𱑝
201822,0x3145e,𱑞
201823,0x3145f,𱑟
201824,0x31460,𱑠
201825,0x31461,𱑡
201826,0x31462,𱑢
201827,0x31463,𱑣
201828,0x31464,𱑤
201829,0x31465,𱑥
201830,0x31466,𱑦
201831,0x31467,𱑧
201832,0x31468,𱑨
201833,0x31469,𱑩
201834,0x3146a,𱑪
201835,0x3146b,𱑫
201836,0x3146c,𱑬
201837,0x3146d,𱑭
201838,0x3146e,𱑮
201839,0x3146f,𱑯
201840,0x31470,𱑰
201841,0x31471,𱑱
201842,0x31472,𱑲
201843,0x31473,𱑳
201844,0x31474,𱑴
201845,0x31475,𱑵
201846,0x31476,𱑶
201847,0x31477,𱑷
201848,0x31478,𱑸
201849,0x31479,𱑹
201850,0x3147a,𱑺
201851,0x3147b,𱑻
201852,0x3147c,𱑼
201853,0x3147d,𱑽
201854,0x3147e,𱑾
201855,0x3147f,𱑿
201856,0x31480,𱒀
201857,0x31481,𱒁
201858,0x31482,𱒂
201859,0x31483,𱒃
201860,0x31484,𱒄
201861,0x31485,𱒅
201862,0x31486,𱒆
201863,0x31487,𱒇
201864,0x31488,𱒈
201865,0x31489,𱒉
201866,0x3148a,𱒊
201867,0x3148b,𱒋
201868,0x3148c,𱒌
201869,0x3148d,𱒍
201870,0x3148e,𱒎
201871,0x3148f,𱒏
201872,0x31490,𱒐
201873,0x31491,𱒑
201874,0x31492,𱒒
201875,0x31493,𱒓
201876,0x31494,𱒔
201877,0x31495,𱒕
201878,0x31496,𱒖
201879,0x31497,𱒗
201880,0x31498,𱒘
201881,0x31499,𱒙
201882,0x3149a,𱒚
201883,0x3149b,𱒛
201884,0x3149c,𱒜
201885,0x3149d,𱒝
201886,0x3149e,𱒞
201887,0x3149f,𱒟
201888,0x314a0,𱒠
201889,0x314a1,𱒡
201890,0x314a2,𱒢
201891,0x314a3,𱒣
201892,0x314a4,𱒤
201893,0x314a5,𱒥
201894,0x314a6,𱒦
201895,0x314a7,𱒧
201896,0x314a8,𱒨
201897,0x314a9,𱒩
201898,0x314aa,𱒪
201899,0x314ab,𱒫
201900,0x314ac,𱒬
201901,0x314ad,𱒭
201902,0x314ae,𱒮
201903,0x314af,𱒯
201904,0x314b0,𱒰
201905,0x314b1,𱒱
201906,0x314b2,𱒲
201907,0x314b3,𱒳
201908,0x314b4,𱒴
201909,0x314b5,𱒵
201910,0x314b6,𱒶
201911,0x314b7,𱒷
201912,0x314b8,𱒸
201913,0x314b9,𱒹
201914,0x314ba,𱒺
201915,0x314bb,𱒻
201916,0x314bc,𱒼
201917,0x314bd,𱒽
201918,0x314be,𱒾
201919,0x314bf,𱒿
201920,0x314c0,𱓀
201921,0x314c1,𱓁
201922,0x314c2,𱓂
201923,0x314c3,𱓃
201924,0x314c4,𱓄
201925,0x314c5,𱓅
201926,0x314c6,𱓆
201927,0x314c7,𱓇
201928,0x314c8,𱓈
201929,0x314c9,𱓉
201930,0x314ca,𱓊
201931,0x314cb,𱓋
201932,0x314cc,𱓌
201933,0x314cd,𱓍
201934,0x314ce,𱓎
201935,0x314cf,𱓏
201936,0x314d0,𱓐
201937,0x314d1,𱓑
201938,0x314d2,𱓒
201939,0x314d3,𱓓
201940,0x314d4,𱓔
201941,0x314d5,𱓕
201942,0x314d6,𱓖
201943,0x314d7,𱓗
201944,0x314d8,𱓘
201945,0x314d9,𱓙
201946,0x314da,𱓚
201947,0x314db,𱓛
201948,0x314dc,𱓜
201949,0x314dd,𱓝
201950,0x314de,𱓞
201951,0x314df,𱓟
201952,0x314e0,𱓠
201953,0x314e1,𱓡
201954,0x314e2,𱓢
201955,0x314e3,𱓣
201956,0x314e4,𱓤
201957,0x314e5,𱓥
201958,0x314e6,𱓦
201959,0x314e7,𱓧
201960,0x314e8,𱓨
201961,0x314e9,𱓩
201962,0x314ea,𱓪
201963,0x314eb,𱓫
201964,0x314ec,𱓬
201965,0x314ed,𱓭
201966,0x314ee,𱓮
201967,0x314ef,𱓯
201968,0x314f0,𱓰
201969,0x314f1,𱓱
201970,0x314f2,𱓲
201971,0x314f3,𱓳
201972,0x314f4,𱓴
201973,0x314f5,𱓵
201974,0x314f6,𱓶
201975,0x314f7,𱓷
201976,0x314f8,𱓸
201977,0x314f9,𱓹
201978,0x314fa,𱓺
201979,0x314fb,𱓻
201980,0x314fc,𱓼
201981,0x314fd,𱓽
201982,0x314fe,𱓾
201983,0x314ff,𱓿
201984,0x31500,𱔀
201985,0x31501,𱔁
201986,0x31502,𱔂
201987,0x31503,𱔃
201988,0x31504,𱔄
201989,0x31505,𱔅
201990,0x31506,𱔆
201991,0x31507,𱔇
201992,0x31508,𱔈
201993,0x31509,𱔉
201994,0x3150a,𱔊
201995,0x3150b,𱔋
201996,0x3150c,𱔌
201997,0x3150d,𱔍
201998,0x3150e,𱔎
201999,0x3150f,𱔏
202000,0x31510,𱔐
202001,0x31511,𱔑
202002,0x31512,𱔒
202003,0x31513,𱔓
202004,0x31514,𱔔
202005,0x31515,𱔕
202006,0x31516,𱔖
202007,0x31517,𱔗
202008,0x31518,𱔘
202009,0x31519,𱔙
202010,0x3151a,𱔚
202011,0x3151b,𱔛
202012,0x3151c,𱔜
202013,0x3151d,𱔝
202014,0x3151e,𱔞
202015,0x3151f,𱔟
202016,0x31520,𱔠
202017,0x31521,𱔡
202018,0x31522,𱔢
202019,0x31523,𱔣
202020,0x31524,𱔤
202021,0x31525,𱔥
202022,0x31526,𱔦
202023,0x31527,𱔧
202024,0x31528,𱔨
202025,0x31529,𱔩
202026,0x3152a,𱔪
202027,0x3152b,𱔫
202028,0x3152c,𱔬
202029,0x3152d,𱔭
202030,0x3152e,𱔮
202031,0x3152f,𱔯
202032,0x31530,𱔰
202033,0x31531,𱔱
202034,0x31532,𱔲
202035,0x31533,𱔳
202036,0x31534,𱔴
202037,0x31535,𱔵
202038,0x31536,𱔶
202039,0x31537,𱔷
202040,0x31538,𱔸
202041,0x31539,𱔹
202042,0x3153a,𱔺
202043,0x3153b,𱔻
202044,0x3153c,𱔼
202045,0x3153d,𱔽
202046,0x3153e,𱔾
202047,0x3153f,𱔿
202048,0x31540,𱕀
202049,0x31541,𱕁
202050,0x31542,𱕂
202051,0x31543,𱕃
202052,0x31544,𱕄
202053,0x31545,𱕅
202054,0x31546,𱕆
202055,0x31547,𱕇
202056,0x31548,𱕈
202057,0x31549,𱕉
202058,0x3154a,𱕊
202059,0x3154b,𱕋
202060,0x3154c,𱕌
202061,0x3154d,𱕍
202062,0x3154e,𱕎
202063,0x3154f,𱕏
202064,0x31550,𱕐
202065,0x31551,𱕑
202066,0x31552,𱕒
202067,0x31553,𱕓
202068,0x31554,𱕔
202069,0x31555,𱕕
202070,0x31556,𱕖
202071,0x31557,𱕗
202072,0x31558,𱕘
202073,0x31559,𱕙
202074,0x3155a,𱕚
202075,0x3155b,𱕛
202076,0x3155c,𱕜
202077,0x3155d,𱕝
202078,0x3155e,𱕞
202079,0x3155f,𱕟
202080,0x31560,𱕠
202081,0x31561,𱕡
202082,0x31562,𱕢
202083,0x31563,𱕣
202084,0x31564,𱕤
202085,0x31565,𱕥
202086,0x31566,𱕦
202087,0x31567,𱕧
202088,0x31568,𱕨
202089,0x31569,𱕩
202090,0x3156a,𱕪
202091,0x3156b,𱕫
202092,0x3156c,𱕬
202093,0x3156d,𱕭
202094,0x3156e,𱕮
202095,0x3156f,𱕯
202096,0x31570,𱕰
202097,0x31571,𱕱
202098,0x31572,𱕲
202099,0x31573,𱕳
202100,0x31574,𱕴
202101,0x31575,𱕵
202102,0x31576,𱕶
202103,0x31577,𱕷
202104,0x31578,𱕸
202105,0x31579,𱕹
202106,0x3157a,𱕺
202107,0x3157b,𱕻
202108,0x3157c,𱕼
202109,0x3157d,𱕽
202110,0x3157e,𱕾
202111,0x3157f,𱕿
202112,0x31580,𱖀
202113,0x31581,𱖁
202114,0x31582,𱖂
202115,0x31583,𱖃
202116,0x31584,𱖄
202117,0x31585,𱖅
202118,0x31586,𱖆
202119,0x31587,𱖇
202120,0x31588,𱖈
202121,0x31589,𱖉
202122,0x3158a,𱖊
202123,0x3158b,𱖋
202124,0x3158c,𱖌
202125,0x3158d,𱖍
202126,0x3158e,𱖎
202127,0x3158f,𱖏
202128,0x31590,𱖐
202129,0x31591,𱖑
202130,0x31592,𱖒
202131,0x31593,𱖓
202132,0x31594,𱖔
202133,0x31595,𱖕
202134,0x31596,𱖖
202135,0x31597,𱖗
202136,0x31598,𱖘
202137,0x31599,𱖙
202138,0x3159a,𱖚
202139,0x3159b,𱖛
202140,0x3159c,𱖜
202141,0x3159d,𱖝
202142,0x3159e,𱖞
202143,0x3159f,𱖟
202144,0x315a0,𱖠
202145,0x315a1,𱖡
202146,0x315a2,𱖢
202147,0x315a3,𱖣
202148,0x315a4,𱖤
202149,0x315a5,𱖥
202150,0x315a6,𱖦
202151,0x315a7,𱖧
202152,0x315a8,𱖨
202153,0x315a9,𱖩
202154,0x315aa,𱖪
202155,0x315ab,𱖫
202156,0x315ac,𱖬
202157,0x315ad,𱖭
202158,0x315ae,𱖮
202159,0x315af,𱖯
202160,0x315b0,𱖰
202161,0x315b1,𱖱
202162,0x315b2,𱖲
202163,0x315b3,𱖳
202164,0x315b4,𱖴
202165,0x315b5,𱖵
202166,0x315b6,𱖶
202167,0x315b7,𱖷
202168,0x315b8,𱖸
202169,0x315b9,𱖹
202170,0x315ba,𱖺
202171,0x315bb,𱖻
202172,0x315bc,𱖼
202173,0x315bd,𱖽
202174,0x315be,𱖾
202175,0x315bf,𱖿
202176,0x315c0,𱗀
202177,0x315c1,𱗁
202178,0x315c2,𱗂
202179,0x315c3,𱗃
202180,0x315c4,𱗄
202181,0x315c5,𱗅
202182,0x315c6,𱗆
202183,0x315c7,𱗇
202184,0x315c8,𱗈
202185,0x315c9,𱗉
202186,0x315ca,𱗊
202187,0x315cb,𱗋
202188,0x315cc,𱗌
202189,0x315cd,𱗍
202190,0x315ce,𱗎
202191,0x315cf,𱗏
202192,0x315d0,𱗐
202193,0x315d1,𱗑
202194,0x315d2,𱗒
202195,0x315d3,𱗓
202196,0x315d4,𱗔
202197,0x315d5,𱗕
202198,0x315d6,𱗖
202199,0x315d7,𱗗
202200,0x315d8,𱗘
202201,0x315d9,𱗙
202202,0x315da,𱗚
202203,0x315db,𱗛
202204,0x315dc,𱗜
202205,0x315dd,𱗝
202206,0x315de,𱗞
202207,0x315df,𱗟
202208,0x315e0,𱗠
202209,0x315e1,𱗡
202210,0x315e2,𱗢
202211,0x315e3,𱗣
202212,0x315e4,𱗤
202213,0x315e5,𱗥
202214,0x315e6,𱗦
202215,0x315e7,𱗧
202216,0x315e8,𱗨
202217,0x315e9,𱗩
202218,0x315ea,𱗪
202219,0x315eb,𱗫
202220,0x315ec,𱗬
202221,0x315ed,𱗭
202222,0x315ee,𱗮
202223,0x315ef,𱗯
202224,0x315f0,𱗰
202225,0x315f1,𱗱
202226,0x315f2,𱗲
202227,0x315f3,𱗳
202228,0x315f4,𱗴
202229,0x315f5,𱗵
202230,0x315f6,𱗶
202231,0x315f7,𱗷
202232,0x315f8,𱗸
202233,0x315f9,𱗹
202234,0x315fa,𱗺
202235,0x315fb,𱗻
202236,0x315fc,𱗼
202237,0x315fd,𱗽
202238,0x315fe,𱗾
202239,0x315ff,𱗿
202240,0x31600,𱘀
202241,0x31601,𱘁
202242,0x31602,𱘂
202243,0x31603,𱘃
202244,0x31604,𱘄
202245,0x31605,𱘅
202246,0x31606,𱘆
202247,0x31607,𱘇
202248,0x31608,𱘈
202249,0x31609,𱘉
202250,0x3160a,𱘊
202251,0x3160b,𱘋
202252,0x3160c,𱘌
202253,0x3160d,𱘍
202254,0x3160e,𱘎
202255,0x3160f,𱘏
202256,0x31610,𱘐
202257,0x31611,𱘑
202258,0x31612,𱘒
202259,0x31613,𱘓
202260,0x31614,𱘔
202261,0x31615,𱘕
202262,0x31616,𱘖
202263,0x31617,𱘗
202264,0x31618,𱘘
202265,0x31619,𱘙
202266,0x3161a,𱘚
202267,0x3161b,𱘛
202268,0x3161c,𱘜
202269,0x3161d,𱘝
202270,0x3161e,𱘞
202271,0x3161f,𱘟
202272,0x31620,𱘠
202273,0x31621,𱘡
202274,0x31622,𱘢
202275,0x31623,𱘣
202276,0x31624,𱘤
202277,0x31625,𱘥
202278,0x31626,𱘦
202279,0x31627,𱘧
202280,0x31628,𱘨
202281,0x31629,𱘩
202282,0x3162a,𱘪
202283,0x3162b,𱘫
202284,0x3162c,𱘬
202285,0x3162d,𱘭
202286,0x3162e,𱘮
202287,0x3162f,𱘯
202288,0x31630,𱘰
202289,0x31631,𱘱
202290,0x31632,𱘲
202291,0x31633,𱘳
202292,0x31634,𱘴
202293,0x31635,𱘵
202294,0x31636,𱘶
202295,0x31637,𱘷
202296,0x31638,𱘸
202297,0x31639,𱘹
202298,0x3163a,𱘺
202299,0x3163b,𱘻
202300,0x3163c,𱘼
202301,0x3163d,𱘽
202302,0x3163e,𱘾
202303,0x3163f,𱘿
202304,0x31640,𱙀
202305,0x31641,𱙁
202306,0x31642,𱙂
202307,0x31643,𱙃
202308,0x31644,𱙄
202309,0x31645,𱙅
202310,0x31646,𱙆
202311,0x31647,𱙇
202312,0x31648,𱙈
202313,0x31649,𱙉
202314,0x3164a,𱙊
202315,0x3164b,𱙋
202316,0x3164c,𱙌
202317,0x3164d,𱙍
202318,0x3164e,𱙎
202319,0x3164f,𱙏
202320,0x31650,𱙐
202321,0x31651,𱙑
202322,0x31652,𱙒
202323,0x31653,𱙓
202324,0x31654,𱙔
202325,0x31655,𱙕
202326,0x31656,𱙖
202327,0x31657,𱙗
202328,0x31658,𱙘
202329,0x31659,𱙙
202330,0x3165a,𱙚
202331,0x3165b,𱙛
202332,0x3165c,𱙜
202333,0x3165d,𱙝
202334,0x3165e,𱙞
202335,0x3165f,𱙟
202336,0x31660,𱙠
202337,0x31661,𱙡
202338,0x31662,𱙢
202339,0x31663,𱙣
202340,0x31664,𱙤
202341,0x31665,𱙥
202342,0x31666,𱙦
202343,0x31667,𱙧
202344,0x31668,𱙨
202345,0x31669,𱙩
