decimalism,hexadecimal,kanji
167701,0x28f15,𨼕
167702,0x28f16,𨼖
167703,0x28f17,𨼗
167704,0x28f18,𨼘
167705,0x28f19,𨼙
167706,0x28f1a,𨼚
167707,0x28f1b,𨼛
167708,0x28f1c,𨼜
167709,0x28f1d,𨼝
167710,0x28f1e,𨼞
167711,0x28f1f,𨼟
167712,0x28f20,𨼠
167713,0x28f21,𨼡
167714,0x28f22,𨼢
167715,0x28f23,𨼣
167716,0x28f24,𨼤
167717,0x28f25,𨼥
167718,0x28f26,𨼦
167719,0x28f27,𨼧
167720,0x28f28,𨼨
167721,0x28f29,𨼩
167722,0x28f2a,𨼪
167723,0x28f2b,𨼫
167724,0x28f2c,𨼬
167725,0x28f2d,𨼭
167726,0x28f2e,𨼮
167727,0x28f2f,𨼯
167728,0x28f30,𨼰
167729,0x28f31,𨼱
167730,0x28f32,𨼲
167731,0x28f33,𨼳
167732,0x28f34,𨼴
167733,0x28f35,𨼵
167734,0x28f36,𨼶
167735,0x28f37,𨼷
167736,0x28f38,𨼸
167737,0x28f39,𨼹
167738,0x28f3a,𨼺
167739,0x28f3b,𨼻
167740,0x28f3c,𨼼
167741,0x28f3d,𨼽
167742,0x28f3e,𨼾
167743,0x28f3f,𨼿
167744,0x28f40,𨽀
167745,0x28f41,𨽁
167746,0x28f42,𨽂
167747,0x28f43,𨽃
167748,0x28f44,𨽄
167749,0x28f45,𨽅
167750,0x28f46,𨽆
167751,0x28f47,𨽇
167752,0x28f48,𨽈
167753,0x28f49,𨽉
167754,0x28f4a,𨽊
167755,0x28f4b,𨽋
167756,0x28f4c,𨽌
167757,0x28f4d,𨽍
167758,0x28f4e,𨽎
167759,0x28f4f,𨽏
167760,0x28f50,𨽐
167761,0x28f51,𨽑
167762,0x28f52,𨽒
167763,0x28f53,𨽓
167764,0x28f54,𨽔
167765,0x28f55,𨽕
167766,0x28f56,𨽖
167767,0x28f57,𨽗
167768,0x28f58,𨽘
167769,0x28f59,𨽙
167770,0x28f5a,𨽚
167771,0x28f5b,𨽛
167772,0x28f5c,𨽜
167773,0x28f5d,𨽝
167774,0x28f5e,𨽞
167775,0x28f5f,𨽟
167776,0x28f60,𨽠
167777,0x28f61,𨽡
167778,0x28f62,𨽢
167779,0x28f63,𨽣
167780,0x28f64,𨽤
167781,0x28f65,𨽥
167782,0x28f66,𨽦
167783,0x28f67,𨽧
167784,0x28f68,𨽨
167785,0x28f69,𨽩
167786,0x28f6a,𨽪
167787,0x28f6b,𨽫
167788,0x28f6c,𨽬
167789,0x28f6d,𨽭
167790,0x28f6e,𨽮
167791,0x28f6f,𨽯
167792,0x28f70,𨽰
167793,0x28f71,𨽱
167794,0x28f72,𨽲
167795,0x28f73,𨽳
167796,0x28f74,𨽴
167797,0x28f75,𨽵
167798,0x28f76,𨽶
167799,0x28f77,𨽷
167800,0x28f78,𨽸
167801,0x28f79,𨽹
167802,0x28f7a,𨽺
167803,0x28f7b,𨽻
167804,0x28f7c,𨽼
167805,0x28f7d,𨽽
167806,0x28f7e,𨽾
167807,0x28f7f,𨽿
167808,0x28f80,𨾀
167809,0x28f81,𨾁
167810,0x28f82,𨾂
167811,0x28f83,𨾃
167812,0x28f84,𨾄
167813,0x28f85,𨾅
167814,0x28f86,𨾆
167815,0x28f87,𨾇
167816,0x28f88,𨾈
167817,0x28f89,𨾉
167818,0x28f8a,𨾊
167819,0x28f8b,𨾋
167820,0x28f8c,𨾌
167821,0x28f8d,𨾍
167822,0x28f8e,𨾎
167823,0x28f8f,𨾏
167824,0x28f90,𨾐
167825,0x28f91,𨾑
167826,0x28f92,𨾒
167827,0x28f93,𨾓
167828,0x28f94,𨾔
167829,0x28f95,𨾕
167830,0x28f96,𨾖
167831,0x28f97,𨾗
167832,0x28f98,𨾘
167833,0x28f99,𨾙
167834,0x28f9a,𨾚
167835,0x28f9b,𨾛
167836,0x28f9c,𨾜
167837,0x28f9d,𨾝
167838,0x28f9e,𨾞
167839,0x28f9f,𨾟
167840,0x28fa0,𨾠
167841,0x28fa1,𨾡
167842,0x28fa2,𨾢
167843,0x28fa3,𨾣
167844,0x28fa4,𨾤
167845,0x28fa5,𨾥
167846,0x28fa6,𨾦
167847,0x28fa7,𨾧
167848,0x28fa8,𨾨
167849,0x28fa9,𨾩
167850,0x28faa,𨾪
167851,0x28fab,𨾫
167852,0x28fac,𨾬
167853,0x28fad,𨾭
167854,0x28fae,𨾮
167855,0x28faf,𨾯
167856,0x28fb0,𨾰
167857,0x28fb1,𨾱
167858,0x28fb2,𨾲
167859,0x28fb3,𨾳
167860,0x28fb4,𨾴
167861,0x28fb5,𨾵
167862,0x28fb6,𨾶
167863,0x28fb7,𨾷
167864,0x28fb8,𨾸
167865,0x28fb9,𨾹
167866,0x28fba,𨾺
167867,0x28fbb,𨾻
167868,0x28fbc,𨾼
167869,0x28fbd,𨾽
167870,0x28fbe,𨾾
167871,0x28fbf,𨾿
167872,0x28fc0,𨿀
167873,0x28fc1,𨿁
167874,0x28fc2,𨿂
167875,0x28fc3,𨿃
167876,0x28fc4,𨿄
167877,0x28fc5,𨿅
167878,0x28fc6,𨿆
167879,0x28fc7,𨿇
167880,0x28fc8,𨿈
167881,0x28fc9,𨿉
167882,0x28fca,𨿊
167883,0x28fcb,𨿋
167884,0x28fcc,𨿌
167885,0x28fcd,𨿍
167886,0x28fce,𨿎
167887,0x28fcf,𨿏
167888,0x28fd0,𨿐
167889,0x28fd1,𨿑
167890,0x28fd2,𨿒
167891,0x28fd3,𨿓
167892,0x28fd4,𨿔
167893,0x28fd5,𨿕
167894,0x28fd6,𨿖
167895,0x28fd7,𨿗
167896,0x28fd8,𨿘
167897,0x28fd9,𨿙
167898,0x28fda,𨿚
167899,0x28fdb,𨿛
167900,0x28fdc,𨿜
167901,0x28fdd,𨿝
167902,0x28fde,𨿞
167903,0x28fdf,𨿟
167904,0x28fe0,𨿠
167905,0x28fe1,𨿡
167906,0x28fe2,𨿢
167907,0x28fe3,𨿣
167908,0x28fe4,𨿤
167909,0x28fe5,𨿥
167910,0x28fe6,𨿦
167911,0x28fe7,𨿧
167912,0x28fe8,𨿨
167913,0x28fe9,𨿩
167914,0x28fea,𨿪
167915,0x28feb,𨿫
167916,0x28fec,𨿬
167917,0x28fed,𨿭
167918,0x28fee,𨿮
167919,0x28fef,𨿯
167920,0x28ff0,𨿰
167921,0x28ff1,𨿱
167922,0x28ff2,𨿲
167923,0x28ff3,𨿳
167924,0x28ff4,𨿴
167925,0x28ff5,𨿵
167926,0x28ff6,𨿶
167927,0x28ff7,𨿷
167928,0x28ff8,𨿸
167929,0x28ff9,𨿹
167930,0x28ffa,𨿺
167931,0x28ffb,𨿻
167932,0x28ffc,𨿼
167933,0x28ffd,𨿽
167934,0x28ffe,𨿾
167935,0x28fff,𨿿
167936,0x29000,𩀀
167937,0x29001,𩀁
167938,0x29002,𩀂
167939,0x29003,𩀃
167940,0x29004,𩀄
167941,0x29005,𩀅
167942,0x29006,𩀆
167943,0x29007,𩀇
167944,0x29008,𩀈
167945,0x29009,𩀉
167946,0x2900a,𩀊
167947,0x2900b,𩀋
167948,0x2900c,𩀌
167949,0x2900d,𩀍
167950,0x2900e,𩀎
167951,0x2900f,𩀏
167952,0x29010,𩀐
167953,0x29011,𩀑
167954,0x29012,𩀒
167955,0x29013,𩀓
167956,0x29014,𩀔
167957,0x29015,𩀕
167958,0x29016,𩀖
167959,0x29017,𩀗
167960,0x29018,𩀘
167961,0x29019,𩀙
167962,0x2901a,𩀚
167963,0x2901b,𩀛
167964,0x2901c,𩀜
167965,0x2901d,𩀝
167966,0x2901e,𩀞
167967,0x2901f,𩀟
167968,0x29020,𩀠
167969,0x29021,𩀡
167970,0x29022,𩀢
167971,0x29023,𩀣
167972,0x29024,𩀤
167973,0x29025,𩀥
167974,0x29026,𩀦
167975,0x29027,𩀧
167976,0x29028,𩀨
167977,0x29029,𩀩
167978,0x2902a,𩀪
167979,0x2902b,𩀫
167980,0x2902c,𩀬
167981,0x2902d,𩀭
167982,0x2902e,𩀮
167983,0x2902f,𩀯
167984,0x29030,𩀰
167985,0x29031,𩀱
167986,0x29032,𩀲
167987,0x29033,𩀳
167988,0x29034,𩀴
167989,0x29035,𩀵
167990,0x29036,𩀶
167991,0x29037,𩀷
167992,0x29038,𩀸
167993,0x29039,𩀹
167994,0x2903a,𩀺
167995,0x2903b,𩀻
167996,0x2903c,𩀼
167997,0x2903d,𩀽
167998,0x2903e,𩀾
167999,0x2903f,𩀿
168000,0x29040,𩁀
168001,0x29041,𩁁
168002,0x29042,𩁂
168003,0x29043,𩁃
168004,0x29044,𩁄
168005,0x29045,𩁅
168006,0x29046,𩁆
168007,0x29047,𩁇
168008,0x29048,𩁈
168009,0x29049,𩁉
168010,0x2904a,𩁊
168011,0x2904b,𩁋
168012,0x2904c,𩁌
168013,0x2904d,𩁍
168014,0x2904e,𩁎
168015,0x2904f,𩁏
168016,0x29050,𩁐
168017,0x29051,𩁑
168018,0x29052,𩁒
168019,0x29053,𩁓
168020,0x29054,𩁔
168021,0x29055,𩁕
168022,0x29056,𩁖
168023,0x29057,𩁗
168024,0x29058,𩁘
168025,0x29059,𩁙
168026,0x2905a,𩁚
168027,0x2905b,𩁛
168028,0x2905c,𩁜
168029,0x2905d,𩁝
168030,0x2905e,𩁞
168031,0x2905f,𩁟
168032,0x29060,𩁠
168033,0x29061,𩁡
168034,0x29062,𩁢
168035,0x29063,𩁣
168036,0x29064,𩁤
168037,0x29065,𩁥
168038,0x29066,𩁦
168039,0x29067,𩁧
168040,0x29068,𩁨
168041,0x29069,𩁩
168042,0x2906a,𩁪
168043,0x2906b,𩁫
168044,0x2906c,𩁬
168045,0x2906d,𩁭
168046,0x2906e,𩁮
168047,0x2906f,𩁯
168048,0x29070,𩁰
168049,0x29071,𩁱
168050,0x29072,𩁲
168051,0x29073,𩁳
168052,0x29074,𩁴
168053,0x29075,𩁵
168054,0x29076,𩁶
168055,0x29077,𩁷
168056,0x29078,𩁸
168057,0x29079,𩁹
168058,0x2907a,𩁺
168059,0x2907b,𩁻
168060,0x2907c,𩁼
168061,0x2907d,𩁽
168062,0x2907e,𩁾
168063,0x2907f,𩁿
168064,0x29080,𩂀
168065,0x29081,𩂁
168066,0x29082,𩂂
168067,0x29083,𩂃
168068,0x29084,𩂄
168069,0x29085,𩂅
168070,0x29086,𩂆
168071,0x29087,𩂇
168072,0x29088,𩂈
168073,0x29089,𩂉
168074,0x2908a,𩂊
168075,0x2908b,𩂋
168076,0x2908c,𩂌
168077,0x2908d,𩂍
168078,0x2908e,𩂎
168079,0x2908f,𩂏
168080,0x29090,𩂐
168081,0x29091,𩂑
168082,0x29092,𩂒
168083,0x29093,𩂓
168084,0x29094,𩂔
168085,0x29095,𩂕
168086,0x29096,𩂖
168087,0x29097,𩂗
168088,0x29098,𩂘
168089,0x29099,𩂙
168090,0x2909a,𩂚
168091,0x2909b,𩂛
168092,0x2909c,𩂜
168093,0x2909d,𩂝
168094,0x2909e,𩂞
168095,0x2909f,𩂟
168096,0x290a0,𩂠
168097,0x290a1,𩂡
168098,0x290a2,𩂢
168099,0x290a3,𩂣
168100,0x290a4,𩂤
168101,0x290a5,𩂥
168102,0x290a6,𩂦
168103,0x290a7,𩂧
168104,0x290a8,𩂨
168105,0x290a9,𩂩
168106,0x290aa,𩂪
168107,0x290ab,𩂫
168108,0x290ac,𩂬
168109,0x290ad,𩂭
168110,0x290ae,𩂮
168111,0x290af,𩂯
168112,0x290b0,𩂰
168113,0x290b1,𩂱
168114,0x290b2,𩂲
168115,0x290b3,𩂳
168116,0x290b4,𩂴
168117,0x290b5,𩂵
168118,0x290b6,𩂶
168119,0x290b7,𩂷
168120,0x290b8,𩂸
168121,0x290b9,𩂹
168122,0x290ba,𩂺
168123,0x290bb,𩂻
168124,0x290bc,𩂼
168125,0x290bd,𩂽
168126,0x290be,𩂾
168127,0x290bf,𩂿
168128,0x290c0,𩃀
168129,0x290c1,𩃁
168130,0x290c2,𩃂
168131,0x290c3,𩃃
168132,0x290c4,𩃄
168133,0x290c5,𩃅
168134,0x290c6,𩃆
168135,0x290c7,𩃇
168136,0x290c8,𩃈
168137,0x290c9,𩃉
168138,0x290ca,𩃊
168139,0x290cb,𩃋
168140,0x290cc,𩃌
168141,0x290cd,𩃍
168142,0x290ce,𩃎
168143,0x290cf,𩃏
168144,0x290d0,𩃐
168145,0x290d1,𩃑
168146,0x290d2,𩃒
168147,0x290d3,𩃓
168148,0x290d4,𩃔
168149,0x290d5,𩃕
168150,0x290d6,𩃖
168151,0x290d7,𩃗
168152,0x290d8,𩃘
168153,0x290d9,𩃙
168154,0x290da,𩃚
168155,0x290db,𩃛
168156,0x290dc,𩃜
168157,0x290dd,𩃝
168158,0x290de,𩃞
168159,0x290df,𩃟
168160,0x290e0,𩃠
168161,0x290e1,𩃡
168162,0x290e2,𩃢
168163,0x290e3,𩃣
168164,0x290e4,𩃤
168165,0x290e5,𩃥
168166,0x290e6,𩃦
168167,0x290e7,𩃧
168168,0x290e8,𩃨
168169,0x290e9,𩃩
168170,0x290ea,𩃪
168171,0x290eb,𩃫
168172,0x290ec,𩃬
168173,0x290ed,𩃭
168174,0x290ee,𩃮
168175,0x290ef,𩃯
168176,0x290f0,𩃰
168177,0x290f1,𩃱
168178,0x290f2,𩃲
168179,0x290f3,𩃳
168180,0x290f4,𩃴
168181,0x290f5,𩃵
168182,0x290f6,𩃶
168183,0x290f7,𩃷
168184,0x290f8,𩃸
168185,0x290f9,𩃹
168186,0x290fa,𩃺
168187,0x290fb,𩃻
168188,0x290fc,𩃼
168189,0x290fd,𩃽
168190,0x290fe,𩃾
168191,0x290ff,𩃿
168192,0x29100,𩄀
168193,0x29101,𩄁
168194,0x29102,𩄂
168195,0x29103,𩄃
168196,0x29104,𩄄
168197,0x29105,𩄅
168198,0x29106,𩄆
168199,0x29107,𩄇
168200,0x29108,𩄈
168201,0x29109,𩄉
168202,0x2910a,𩄊
168203,0x2910b,𩄋
168204,0x2910c,𩄌
168205,0x2910d,𩄍
168206,0x2910e,𩄎
168207,0x2910f,𩄏
168208,0x29110,𩄐
168209,0x29111,𩄑
168210,0x29112,𩄒
168211,0x29113,𩄓
168212,0x29114,𩄔
168213,0x29115,𩄕
168214,0x29116,𩄖
168215,0x29117,𩄗
168216,0x29118,𩄘
168217,0x29119,𩄙
168218,0x2911a,𩄚
168219,0x2911b,𩄛
168220,0x2911c,𩄜
168221,0x2911d,𩄝
168222,0x2911e,𩄞
168223,0x2911f,𩄟
168224,0x29120,𩄠
168225,0x29121,𩄡
168226,0x29122,𩄢
168227,0x29123,𩄣
168228,0x29124,𩄤
168229,0x29125,𩄥
168230,0x29126,𩄦
168231,0x29127,𩄧
168232,0x29128,𩄨
168233,0x29129,𩄩
168234,0x2912a,𩄪
168235,0x2912b,𩄫
168236,0x2912c,𩄬
168237,0x2912d,𩄭
168238,0x2912e,𩄮
168239,0x2912f,𩄯
168240,0x29130,𩄰
168241,0x29131,𩄱
168242,0x29132,𩄲
168243,0x29133,𩄳
168244,0x29134,𩄴
168245,0x29135,𩄵
168246,0x29136,𩄶
168247,0x29137,𩄷
168248,0x29138,𩄸
168249,0x29139,𩄹
168250,0x2913a,𩄺
168251,0x2913b,𩄻
168252,0x2913c,𩄼
168253,0x2913d,𩄽
168254,0x2913e,𩄾
168255,0x2913f,𩄿
168256,0x29140,𩅀
168257,0x29141,𩅁
168258,0x29142,𩅂
168259,0x29143,𩅃
168260,0x29144,𩅄
168261,0x29145,𩅅
168262,0x29146,𩅆
168263,0x29147,𩅇
168264,0x29148,𩅈
168265,0x29149,𩅉
168266,0x2914a,𩅊
168267,0x2914b,𩅋
168268,0x2914c,𩅌
168269,0x2914d,𩅍
168270,0x2914e,𩅎
168271,0x2914f,𩅏
168272,0x29150,𩅐
168273,0x29151,𩅑
168274,0x29152,𩅒
168275,0x29153,𩅓
168276,0x29154,𩅔
168277,0x29155,𩅕
168278,0x29156,𩅖
168279,0x29157,𩅗
168280,0x29158,𩅘
168281,0x29159,𩅙
168282,0x2915a,𩅚
168283,0x2915b,𩅛
168284,0x2915c,𩅜
168285,0x2915d,𩅝
168286,0x2915e,𩅞
168287,0x2915f,𩅟
168288,0x29160,𩅠
168289,0x29161,𩅡
168290,0x29162,𩅢
168291,0x29163,𩅣
168292,0x29164,𩅤
168293,0x29165,𩅥
168294,0x29166,𩅦
168295,0x29167,𩅧
168296,0x29168,𩅨
168297,0x29169,𩅩
168298,0x2916a,𩅪
168299,0x2916b,𩅫
168300,0x2916c,𩅬
168301,0x2916d,𩅭
168302,0x2916e,𩅮
168303,0x2916f,𩅯
168304,0x29170,𩅰
168305,0x29171,𩅱
168306,0x29172,𩅲
168307,0x29173,𩅳
168308,0x29174,𩅴
168309,0x29175,𩅵
168310,0x29176,𩅶
168311,0x29177,𩅷
168312,0x29178,𩅸
168313,0x29179,𩅹
168314,0x2917a,𩅺
168315,0x2917b,𩅻
168316,0x2917c,𩅼
168317,0x2917d,𩅽
168318,0x2917e,𩅾
168319,0x2917f,𩅿
168320,0x29180,𩆀
168321,0x29181,𩆁
168322,0x29182,𩆂
168323,0x29183,𩆃
168324,0x29184,𩆄
168325,0x29185,𩆅
168326,0x29186,𩆆
168327,0x29187,𩆇
168328,0x29188,𩆈
168329,0x29189,𩆉
168330,0x2918a,𩆊
168331,0x2918b,𩆋
168332,0x2918c,𩆌
168333,0x2918d,𩆍
168334,0x2918e,𩆎
168335,0x2918f,𩆏
168336,0x29190,𩆐
168337,0x29191,𩆑
168338,0x29192,𩆒
168339,0x29193,𩆓
168340,0x29194,𩆔
168341,0x29195,𩆕
168342,0x29196,𩆖
168343,0x29197,𩆗
168344,0x29198,𩆘
168345,0x29199,𩆙
168346,0x2919a,𩆚
168347,0x2919b,𩆛
168348,0x2919c,𩆜
168349,0x2919d,𩆝
168350,0x2919e,𩆞
168351,0x2919f,𩆟
168352,0x291a0,𩆠
168353,0x291a1,𩆡
168354,0x291a2,𩆢
168355,0x291a3,𩆣
168356,0x291a4,𩆤
168357,0x291a5,𩆥
168358,0x291a6,𩆦
168359,0x291a7,𩆧
168360,0x291a8,𩆨
168361,0x291a9,𩆩
168362,0x291aa,𩆪
168363,0x291ab,𩆫
168364,0x291ac,𩆬
168365,0x291ad,𩆭
168366,0x291ae,𩆮
168367,0x291af,𩆯
168368,0x291b0,𩆰
168369,0x291b1,𩆱
168370,0x291b2,𩆲
168371,0x291b3,𩆳
168372,0x291b4,𩆴
168373,0x291b5,𩆵
168374,0x291b6,𩆶
168375,0x291b7,𩆷
168376,0x291b8,𩆸
168377,0x291b9,𩆹
168378,0x291ba,𩆺
168379,0x291bb,𩆻
168380,0x291bc,𩆼
168381,0x291bd,𩆽
168382,0x291be,𩆾
168383,0x291bf,𩆿
168384,0x291c0,𩇀
168385,0x291c1,𩇁
168386,0x291c2,𩇂
168387,0x291c3,𩇃
168388,0x291c4,𩇄
168389,0x291c5,𩇅
168390,0x291c6,𩇆
168391,0x291c7,𩇇
168392,0x291c8,𩇈
168393,0x291c9,𩇉
168394,0x291ca,𩇊
168395,0x291cb,𩇋
168396,0x291cc,𩇌
168397,0x291cd,𩇍
168398,0x291ce,𩇎
168399,0x291cf,𩇏
168400,0x291d0,𩇐
168401,0x291d1,𩇑
168402,0x291d2,𩇒
168403,0x291d3,𩇓
168404,0x291d4,𩇔
168405,0x291d5,𩇕
168406,0x291d6,𩇖
168407,0x291d7,𩇗
168408,0x291d8,𩇘
168409,0x291d9,𩇙
168410,0x291da,𩇚
168411,0x291db,𩇛
168412,0x291dc,𩇜
168413,0x291dd,𩇝
168414,0x291de,𩇞
168415,0x291df,𩇟
168416,0x291e0,𩇠
168417,0x291e1,𩇡
168418,0x291e2,𩇢
168419,0x291e3,𩇣
168420,0x291e4,𩇤
168421,0x291e5,𩇥
168422,0x291e6,𩇦
168423,0x291e7,𩇧
168424,0x291e8,𩇨
168425,0x291e9,𩇩
168426,0x291ea,𩇪
168427,0x291eb,𩇫
168428,0x291ec,𩇬
168429,0x291ed,𩇭
168430,0x291ee,𩇮
168431,0x291ef,𩇯
168432,0x291f0,𩇰
168433,0x291f1,𩇱
168434,0x291f2,𩇲
168435,0x291f3,𩇳
168436,0x291f4,𩇴
168437,0x291f5,𩇵
168438,0x291f6,𩇶
168439,0x291f7,𩇷
168440,0x291f8,𩇸
168441,0x291f9,𩇹
168442,0x291fa,𩇺
168443,0x291fb,𩇻
168444,0x291fc,𩇼
168445,0x291fd,𩇽
168446,0x291fe,𩇾
168447,0x291ff,𩇿
168448,0x29200,𩈀
168449,0x29201,𩈁
168450,0x29202,𩈂
168451,0x29203,𩈃
168452,0x29204,𩈄
168453,0x29205,𩈅
168454,0x29206,𩈆
168455,0x29207,𩈇
168456,0x29208,𩈈
168457,0x29209,𩈉
168458,0x2920a,𩈊
168459,0x2920b,𩈋
168460,0x2920c,𩈌
168461,0x2920d,𩈍
168462,0x2920e,𩈎
168463,0x2920f,𩈏
168464,0x29210,𩈐
168465,0x29211,𩈑
168466,0x29212,𩈒
168467,0x29213,𩈓
168468,0x29214,𩈔
168469,0x29215,𩈕
168470,0x29216,𩈖
168471,0x29217,𩈗
168472,0x29218,𩈘
168473,0x29219,𩈙
168474,0x2921a,𩈚
168475,0x2921b,𩈛
168476,0x2921c,𩈜
168477,0x2921d,𩈝
168478,0x2921e,𩈞
168479,0x2921f,𩈟
168480,0x29220,𩈠
168481,0x29221,𩈡
168482,0x29222,𩈢
168483,0x29223,𩈣
168484,0x29224,𩈤
168485,0x29225,𩈥
168486,0x29226,𩈦
168487,0x29227,𩈧
168488,0x29228,𩈨
168489,0x29229,𩈩
168490,0x2922a,𩈪
168491,0x2922b,𩈫
168492,0x2922c,𩈬
168493,0x2922d,𩈭
168494,0x2922e,𩈮
168495,0x2922f,𩈯
168496,0x29230,𩈰
168497,0x29231,𩈱
168498,0x29232,𩈲
168499,0x29233,𩈳
168500,0x29234,𩈴
168501,0x29235,𩈵
168502,0x29236,𩈶
168503,0x29237,𩈷
168504,0x29238,𩈸
168505,0x29239,𩈹
168506,0x2923a,𩈺
168507,0x2923b,𩈻
168508,0x2923c,𩈼
168509,0x2923d,𩈽
168510,0x2923e,𩈾
168511,0x2923f,𩈿
168512,0x29240,𩉀
168513,0x29241,𩉁
168514,0x29242,𩉂
168515,0x29243,𩉃
168516,0x29244,𩉄
168517,0x29245,𩉅
168518,0x29246,𩉆
168519,0x29247,𩉇
168520,0x29248,𩉈
168521,0x29249,𩉉
168522,0x2924a,𩉊
168523,0x2924b,𩉋
168524,0x2924c,𩉌
168525,0x2924d,𩉍
168526,0x2924e,𩉎
168527,0x2924f,𩉏
168528,0x29250,𩉐
168529,0x29251,𩉑
168530,0x29252,𩉒
168531,0x29253,𩉓
168532,0x29254,𩉔
168533,0x29255,𩉕
168534,0x29256,𩉖
168535,0x29257,𩉗
168536,0x29258,𩉘
168537,0x29259,𩉙
168538,0x2925a,𩉚
168539,0x2925b,𩉛
168540,0x2925c,𩉜
168541,0x2925d,𩉝
168542,0x2925e,𩉞
168543,0x2925f,𩉟
168544,0x29260,𩉠
168545,0x29261,𩉡
168546,0x29262,𩉢
168547,0x29263,𩉣
168548,0x29264,𩉤
168549,0x29265,𩉥
168550,0x29266,𩉦
168551,0x29267,𩉧
168552,0x29268,𩉨
168553,0x29269,𩉩
168554,0x2926a,𩉪
168555,0x2926b,𩉫
168556,0x2926c,𩉬
168557,0x2926d,𩉭
168558,0x2926e,𩉮
168559,0x2926f,𩉯
168560,0x29270,𩉰
168561,0x29271,𩉱
168562,0x29272,𩉲
168563,0x29273,𩉳
168564,0x29274,𩉴
168565,0x29275,𩉵
168566,0x29276,𩉶
168567,0x29277,𩉷
168568,0x29278,𩉸
168569,0x29279,𩉹
168570,0x2927a,𩉺
168571,0x2927b,𩉻
168572,0x2927c,𩉼
168573,0x2927d,𩉽
168574,0x2927e,𩉾
168575,0x2927f,𩉿
168576,0x29280,𩊀
168577,0x29281,𩊁
168578,0x29282,𩊂
168579,0x29283,𩊃
168580,0x29284,𩊄
168581,0x29285,𩊅
168582,0x29286,𩊆
168583,0x29287,𩊇
168584,0x29288,𩊈
168585,0x29289,𩊉
168586,0x2928a,𩊊
168587,0x2928b,𩊋
168588,0x2928c,𩊌
168589,0x2928d,𩊍
168590,0x2928e,𩊎
168591,0x2928f,𩊏
168592,0x29290,𩊐
168593,0x29291,𩊑
168594,0x29292,𩊒
168595,0x29293,𩊓
168596,0x29294,𩊔
168597,0x29295,𩊕
168598,0x29296,𩊖
168599,0x29297,𩊗
168600,0x29298,𩊘
168601,0x29299,𩊙
168602,0x2929a,𩊚
168603,0x2929b,𩊛
168604,0x2929c,𩊜
168605,0x2929d,𩊝
168606,0x2929e,𩊞
168607,0x2929f,𩊟
168608,0x292a0,𩊠
168609,0x292a1,𩊡
168610,0x292a2,𩊢
168611,0x292a3,𩊣
168612,0x292a4,𩊤
168613,0x292a5,𩊥
168614,0x292a6,𩊦
168615,0x292a7,𩊧
168616,0x292a8,𩊨
168617,0x292a9,𩊩
168618,0x292aa,𩊪
168619,0x292ab,𩊫
168620,0x292ac,𩊬
168621,0x292ad,𩊭
168622,0x292ae,𩊮
168623,0x292af,𩊯
168624,0x292b0,𩊰
168625,0x292b1,𩊱
168626,0x292b2,𩊲
168627,0x292b3,𩊳
168628,0x292b4,𩊴
168629,0x292b5,𩊵
168630,0x292b6,𩊶
168631,0x292b7,𩊷
168632,0x292b8,𩊸
168633,0x292b9,𩊹
168634,0x292ba,𩊺
168635,0x292bb,𩊻
168636,0x292bc,𩊼
168637,0x292bd,𩊽
168638,0x292be,𩊾
168639,0x292bf,𩊿
168640,0x292c0,𩋀
168641,0x292c1,𩋁
168642,0x292c2,𩋂
168643,0x292c3,𩋃
168644,0x292c4,𩋄
168645,0x292c5,𩋅
168646,0x292c6,𩋆
168647,0x292c7,𩋇
168648,0x292c8,𩋈
168649,0x292c9,𩋉
168650,0x292ca,𩋊
168651,0x292cb,𩋋
168652,0x292cc,𩋌
168653,0x292cd,𩋍
168654,0x292ce,𩋎
168655,0x292cf,𩋏
168656,0x292d0,𩋐
168657,0x292d1,𩋑
168658,0x292d2,𩋒
168659,0x292d3,𩋓
168660,0x292d4,𩋔
168661,0x292d5,𩋕
168662,0x292d6,𩋖
168663,0x292d7,𩋗
168664,0x292d8,𩋘
168665,0x292d9,𩋙
168666,0x292da,𩋚
168667,0x292db,𩋛
168668,0x292dc,𩋜
168669,0x292dd,𩋝
168670,0x292de,𩋞
168671,0x292df,𩋟
168672,0x292e0,𩋠
168673,0x292e1,𩋡
168674,0x292e2,𩋢
168675,0x292e3,𩋣
168676,0x292e4,𩋤
168677,0x292e5,𩋥
168678,0x292e6,𩋦
168679,0x292e7,𩋧
168680,0x292e8,𩋨
168681,0x292e9,𩋩
168682,0x292ea,𩋪
168683,0x292eb,𩋫
168684,0x292ec,𩋬
168685,0x292ed,𩋭
168686,0x292ee,𩋮
168687,0x292ef,𩋯
168688,0x292f0,𩋰
168689,0x292f1,𩋱
168690,0x292f2,𩋲
168691,0x292f3,𩋳
168692,0x292f4,𩋴
168693,0x292f5,𩋵
168694,0x292f6,𩋶
168695,0x292f7,𩋷
168696,0x292f8,𩋸
168697,0x292f9,𩋹
168698,0x292fa,𩋺
168699,0x292fb,𩋻
168700,0x292fc,𩋼
168701,0x292fd,𩋽
168702,0x292fe,𩋾
168703,0x292ff,𩋿
168704,0x29300,𩌀
168705,0x29301,𩌁
168706,0x29302,𩌂
168707,0x29303,𩌃
168708,0x29304,𩌄
168709,0x29305,𩌅
168710,0x29306,𩌆
168711,0x29307,𩌇
168712,0x29308,𩌈
