decimalism,hexadecimal,kanji
138240,0x21c00,𡰀
138241,0x21c01,𡰁
138242,0x21c02,𡰂
138243,0x21c03,𡰃
138244,0x21c04,𡰄
138245,0x21c05,𡰅
138246,0x21c06,𡰆
138247,0x21c07,𡰇
138248,0x21c08,𡰈
138249,0x21c09,𡰉
138250,0x21c0a,𡰊
138251,0x21c0b,𡰋
138252,0x21c0c,𡰌
138253,0x21c0d,𡰍
138254,0x21c0e,𡰎
138255,0x21c0f,𡰏
138256,0x21c10,𡰐
138257,0x21c11,𡰑
138258,0x21c12,𡰒
138259,0x21c13,𡰓
138260,0x21c14,𡰔
138261,0x21c15,𡰕
138262,0x21c16,𡰖
138263,0x21c17,𡰗
138264,0x21c18,𡰘
138265,0x21c19,𡰙
138266,0x21c1a,𡰚
138267,0x21c1b,𡰛
138268,0x21c1c,𡰜
138269,0x21c1d,𡰝
138270,0x21c1e,𡰞
138271,0x21c1f,𡰟
138272,0x21c20,𡰠
138273,0x21c21,𡰡
138274,0x21c22,𡰢
138275,0x21c23,𡰣
138276,0x21c24,𡰤
138277,0x21c25,𡰥
138278,0x21c26,𡰦
138279,0x21c27,𡰧
138280,0x21c28,𡰨
138281,0x21c29,𡰩
138282,0x21c2a,𡰪
138283,0x21c2b,𡰫
138284,0x21c2c,𡰬
138285,0x21c2d,𡰭
138286,0x21c2e,𡰮
138287,0x21c2f,𡰯
138288,0x21c30,𡰰
138289,0x21c31,𡰱
138290,0x21c32,𡰲
138291,0x21c33,𡰳
138292,0x21c34,𡰴
138293,0x21c35,𡰵
138294,0x21c36,𡰶
138295,0x21c37,𡰷
138296,0x21c38,𡰸
138297,0x21c39,𡰹
138298,0x21c3a,𡰺
138299,0x21c3b,𡰻
138300,0x21c3c,𡰼
138301,0x21c3d,𡰽
138302,0x21c3e,𡰾
138303,0x21c3f,𡰿
138304,0x21c40,𡱀
138305,0x21c41,𡱁
138306,0x21c42,𡱂
138307,0x21c43,𡱃
138308,0x21c44,𡱄
138309,0x21c45,𡱅
138310,0x21c46,𡱆
138311,0x21c47,𡱇
138312,0x21c48,𡱈
138313,0x21c49,𡱉
138314,0x21c4a,𡱊
138315,0x21c4b,𡱋
138316,0x21c4c,𡱌
138317,0x21c4d,𡱍
138318,0x21c4e,𡱎
138319,0x21c4f,𡱏
138320,0x21c50,𡱐
138321,0x21c51,𡱑
138322,0x21c52,𡱒
138323,0x21c53,𡱓
138324,0x21c54,𡱔
138325,0x21c55,𡱕
138326,0x21c56,𡱖
138327,0x21c57,𡱗
138328,0x21c58,𡱘
138329,0x21c59,𡱙
138330,0x21c5a,𡱚
138331,0x21c5b,𡱛
138332,0x21c5c,𡱜
138333,0x21c5d,𡱝
138334,0x21c5e,𡱞
138335,0x21c5f,𡱟
138336,0x21c60,𡱠
138337,0x21c61,𡱡
138338,0x21c62,𡱢
138339,0x21c63,𡱣
138340,0x21c64,𡱤
138341,0x21c65,𡱥
138342,0x21c66,𡱦
138343,0x21c67,𡱧
138344,0x21c68,𡱨
138345,0x21c69,𡱩
138346,0x21c6a,𡱪
138347,0x21c6b,𡱫
138348,0x21c6c,𡱬
138349,0x21c6d,𡱭
138350,0x21c6e,𡱮
138351,0x21c6f,𡱯
138352,0x21c70,𡱰
138353,0x21c71,𡱱
138354,0x21c72,𡱲
138355,0x21c73,𡱳
138356,0x21c74,𡱴
138357,0x21c75,𡱵
138358,0x21c76,𡱶
138359,0x21c77,𡱷
138360,0x21c78,𡱸
138361,0x21c79,𡱹
138362,0x21c7a,𡱺
138363,0x21c7b,𡱻
138364,0x21c7c,𡱼
138365,0x21c7d,𡱽
138366,0x21c7e,𡱾
138367,0x21c7f,𡱿
138368,0x21c80,𡲀
138369,0x21c81,𡲁
138370,0x21c82,𡲂
138371,0x21c83,𡲃
138372,0x21c84,𡲄
138373,0x21c85,𡲅
138374,0x21c86,𡲆
138375,0x21c87,𡲇
138376,0x21c88,𡲈
138377,0x21c89,𡲉
138378,0x21c8a,𡲊
138379,0x21c8b,𡲋
138380,0x21c8c,𡲌
138381,0x21c8d,𡲍
138382,0x21c8e,𡲎
138383,0x21c8f,𡲏
138384,0x21c90,𡲐
138385,0x21c91,𡲑
138386,0x21c92,𡲒
138387,0x21c93,𡲓
138388,0x21c94,𡲔
138389,0x21c95,𡲕
138390,0x21c96,𡲖
138391,0x21c97,𡲗
138392,0x21c98,𡲘
138393,0x21c99,𡲙
138394,0x21c9a,𡲚
138395,0x21c9b,𡲛
138396,0x21c9c,𡲜
138397,0x21c9d,𡲝
138398,0x21c9e,𡲞
138399,0x21c9f,𡲟
138400,0x21ca0,𡲠
138401,0x21ca1,𡲡
138402,0x21ca2,𡲢
138403,0x21ca3,𡲣
138404,0x21ca4,𡲤
138405,0x21ca5,𡲥
138406,0x21ca6,𡲦
138407,0x21ca7,𡲧
138408,0x21ca8,𡲨
138409,0x21ca9,𡲩
138410,0x21caa,𡲪
138411,0x21cab,𡲫
138412,0x21cac,𡲬
138413,0x21cad,𡲭
138414,0x21cae,𡲮
138415,0x21caf,𡲯
138416,0x21cb0,𡲰
138417,0x21cb1,𡲱
138418,0x21cb2,𡲲
138419,0x21cb3,𡲳
138420,0x21cb4,𡲴
138421,0x21cb5,𡲵
138422,0x21cb6,𡲶
138423,0x21cb7,𡲷
138424,0x21cb8,𡲸
138425,0x21cb9,𡲹
138426,0x21cba,𡲺
138427,0x21cbb,𡲻
138428,0x21cbc,𡲼
138429,0x21cbd,𡲽
138430,0x21cbe,𡲾
138431,0x21cbf,𡲿
138432,0x21cc0,𡳀
138433,0x21cc1,𡳁
138434,0x21cc2,𡳂
138435,0x21cc3,𡳃
138436,0x21cc4,𡳄
138437,0x21cc5,𡳅
138438,0x21cc6,𡳆
138439,0x21cc7,𡳇
138440,0x21cc8,𡳈
138441,0x21cc9,𡳉
138442,0x21cca,𡳊
138443,0x21ccb,𡳋
138444,0x21ccc,𡳌
138445,0x21ccd,𡳍
138446,0x21cce,𡳎
138447,0x21ccf,𡳏
138448,0x21cd0,𡳐
138449,0x21cd1,𡳑
138450,0x21cd2,𡳒
138451,0x21cd3,𡳓
138452,0x21cd4,𡳔
138453,0x21cd5,𡳕
138454,0x21cd6,𡳖
138455,0x21cd7,𡳗
138456,0x21cd8,𡳘
138457,0x21cd9,𡳙
138458,0x21cda,𡳚
138459,0x21cdb,𡳛
138460,0x21cdc,𡳜
138461,0x21cdd,𡳝
138462,0x21cde,𡳞
138463,0x21cdf,𡳟
138464,0x21ce0,𡳠
138465,0x21ce1,𡳡
138466,0x21ce2,𡳢
138467,0x21ce3,𡳣
138468,0x21ce4,𡳤
138469,0x21ce5,𡳥
138470,0x21ce6,𡳦
138471,0x21ce7,𡳧
138472,0x21ce8,𡳨
138473,0x21ce9,𡳩
138474,0x21cea,𡳪
138475,0x21ceb,𡳫
138476,0x21cec,𡳬
138477,0x21ced,𡳭
138478,0x21cee,𡳮
138479,0x21cef,𡳯
138480,0x21cf0,𡳰
138481,0x21cf1,𡳱
138482,0x21cf2,𡳲
138483,0x21cf3,𡳳
138484,0x21cf4,𡳴
138485,0x21cf5,𡳵
138486,0x21cf6,𡳶
138487,0x21cf7,𡳷
138488,0x21cf8,𡳸
138489,0x21cf9,𡳹
138490,0x21cfa,𡳺
138491,0x21cfb,𡳻
138492,0x21cfc,𡳼
138493,0x21cfd,𡳽
138494,0x21cfe,𡳾
138495,0x21cff,𡳿
138496,0x21d00,𡴀
138497,0x21d01,𡴁
138498,0x21d02,𡴂
138499,0x21d03,𡴃
138500,0x21d04,𡴄
138501,0x21d05,𡴅
138502,0x21d06,𡴆
138503,0x21d07,𡴇
138504,0x21d08,𡴈
138505,0x21d09,𡴉
138506,0x21d0a,𡴊
138507,0x21d0b,𡴋
138508,0x21d0c,𡴌
138509,0x21d0d,𡴍
138510,0x21d0e,𡴎
138511,0x21d0f,𡴏
138512,0x21d10,𡴐
138513,0x21d11,𡴑
138514,0x21d12,𡴒
138515,0x21d13,𡴓
138516,0x21d14,𡴔
138517,0x21d15,𡴕
138518,0x21d16,𡴖
138519,0x21d17,𡴗
138520,0x21d18,𡴘
138521,0x21d19,𡴙
138522,0x21d1a,𡴚
138523,0x21d1b,𡴛
138524,0x21d1c,𡴜
138525,0x21d1d,𡴝
138526,0x21d1e,𡴞
138527,0x21d1f,𡴟
138528,0x21d20,𡴠
138529,0x21d21,𡴡
138530,0x21d22,𡴢
138531,0x21d23,𡴣
138532,0x21d24,𡴤
138533,0x21d25,𡴥
138534,0x21d26,𡴦
138535,0x21d27,𡴧
138536,0x21d28,𡴨
138537,0x21d29,𡴩
138538,0x21d2a,𡴪
138539,0x21d2b,𡴫
138540,0x21d2c,𡴬
138541,0x21d2d,𡴭
138542,0x21d2e,𡴮
138543,0x21d2f,𡴯
138544,0x21d30,𡴰
138545,0x21d31,𡴱
138546,0x21d32,𡴲
138547,0x21d33,𡴳
138548,0x21d34,𡴴
138549,0x21d35,𡴵
138550,0x21d36,𡴶
138551,0x21d37,𡴷
138552,0x21d38,𡴸
138553,0x21d39,𡴹
138554,0x21d3a,𡴺
138555,0x21d3b,𡴻
138556,0x21d3c,𡴼
138557,0x21d3d,𡴽
138558,0x21d3e,𡴾
138559,0x21d3f,𡴿
138560,0x21d40,𡵀
138561,0x21d41,𡵁
138562,0x21d42,𡵂
138563,0x21d43,𡵃
138564,0x21d44,𡵄
138565,0x21d45,𡵅
138566,0x21d46,𡵆
138567,0x21d47,𡵇
138568,0x21d48,𡵈
138569,0x21d49,𡵉
138570,0x21d4a,𡵊
138571,0x21d4b,𡵋
138572,0x21d4c,𡵌
138573,0x21d4d,𡵍
138574,0x21d4e,𡵎
138575,0x21d4f,𡵏
138576,0x21d50,𡵐
138577,0x21d51,𡵑
138578,0x21d52,𡵒
138579,0x21d53,𡵓
138580,0x21d54,𡵔
138581,0x21d55,𡵕
138582,0x21d56,𡵖
138583,0x21d57,𡵗
138584,0x21d58,𡵘
138585,0x21d59,𡵙
138586,0x21d5a,𡵚
138587,0x21d5b,𡵛
138588,0x21d5c,𡵜
138589,0x21d5d,𡵝
138590,0x21d5e,𡵞
138591,0x21d5f,𡵟
138592,0x21d60,𡵠
138593,0x21d61,𡵡
138594,0x21d62,𡵢
138595,0x21d63,𡵣
138596,0x21d64,𡵤
138597,0x21d65,𡵥
138598,0x21d66,𡵦
138599,0x21d67,𡵧
138600,0x21d68,𡵨
138601,0x21d69,𡵩
138602,0x21d6a,𡵪
138603,0x21d6b,𡵫
138604,0x21d6c,𡵬
138605,0x21d6d,𡵭
138606,0x21d6e,𡵮
138607,0x21d6f,𡵯
138608,0x21d70,𡵰
138609,0x21d71,𡵱
138610,0x21d72,𡵲
138611,0x21d73,𡵳
138612,0x21d74,𡵴
138613,0x21d75,𡵵
138614,0x21d76,𡵶
138615,0x21d77,𡵷
138616,0x21d78,𡵸
138617,0x21d79,𡵹
138618,0x21d7a,𡵺
138619,0x21d7b,𡵻
138620,0x21d7c,𡵼
138621,0x21d7d,𡵽
138622,0x21d7e,𡵾
138623,0x21d7f,𡵿
138624,0x21d80,𡶀
138625,0x21d81,𡶁
138626,0x21d82,𡶂
138627,0x21d83,𡶃
138628,0x21d84,𡶄
138629,0x21d85,𡶅
138630,0x21d86,𡶆
138631,0x21d87,𡶇
138632,0x21d88,𡶈
138633,0x21d89,𡶉
138634,0x21d8a,𡶊
138635,0x21d8b,𡶋
138636,0x21d8c,𡶌
138637,0x21d8d,𡶍
138638,0x21d8e,𡶎
138639,0x21d8f,𡶏
138640,0x21d90,𡶐
138641,0x21d91,𡶑
138642,0x21d92,𡶒
138643,0x21d93,𡶓
138644,0x21d94,𡶔
138645,0x21d95,𡶕
138646,0x21d96,𡶖
138647,0x21d97,𡶗
138648,0x21d98,𡶘
138649,0x21d99,𡶙
138650,0x21d9a,𡶚
138651,0x21d9b,𡶛
138652,0x21d9c,𡶜
138653,0x21d9d,𡶝
138654,0x21d9e,𡶞
138655,0x21d9f,𡶟
138656,0x21da0,𡶠
138657,0x21da1,𡶡
138658,0x21da2,𡶢
138659,0x21da3,𡶣
138660,0x21da4,𡶤
138661,0x21da5,𡶥
138662,0x21da6,𡶦
138663,0x21da7,𡶧
138664,0x21da8,𡶨
138665,0x21da9,𡶩
138666,0x21daa,𡶪
138667,0x21dab,𡶫
138668,0x21dac,𡶬
138669,0x21dad,𡶭
138670,0x21dae,𡶮
138671,0x21daf,𡶯
138672,0x21db0,𡶰
138673,0x21db1,𡶱
138674,0x21db2,𡶲
138675,0x21db3,𡶳
138676,0x21db4,𡶴
138677,0x21db5,𡶵
138678,0x21db6,𡶶
138679,0x21db7,𡶷
138680,0x21db8,𡶸
138681,0x21db9,𡶹
138682,0x21dba,𡶺
138683,0x21dbb,𡶻
138684,0x21dbc,𡶼
138685,0x21dbd,𡶽
138686,0x21dbe,𡶾
138687,0x21dbf,𡶿
138688,0x21dc0,𡷀
138689,0x21dc1,𡷁
138690,0x21dc2,𡷂
138691,0x21dc3,𡷃
138692,0x21dc4,𡷄
138693,0x21dc5,𡷅
138694,0x21dc6,𡷆
138695,0x21dc7,𡷇
138696,0x21dc8,𡷈
138697,0x21dc9,𡷉
138698,0x21dca,𡷊
138699,0x21dcb,𡷋
138700,0x21dcc,𡷌
138701,0x21dcd,𡷍
138702,0x21dce,𡷎
138703,0x21dcf,𡷏
138704,0x21dd0,𡷐
138705,0x21dd1,𡷑
138706,0x21dd2,𡷒
138707,0x21dd3,𡷓
138708,0x21dd4,𡷔
138709,0x21dd5,𡷕
138710,0x21dd6,𡷖
138711,0x21dd7,𡷗
138712,0x21dd8,𡷘
138713,0x21dd9,𡷙
138714,0x21dda,𡷚
138715,0x21ddb,𡷛
138716,0x21ddc,𡷜
138717,0x21ddd,𡷝
138718,0x21dde,𡷞
138719,0x21ddf,𡷟
138720,0x21de0,𡷠
138721,0x21de1,𡷡
138722,0x21de2,𡷢
138723,0x21de3,𡷣
138724,0x21de4,𡷤
138725,0x21de5,𡷥
138726,0x21de6,𡷦
138727,0x21de7,𡷧
138728,0x21de8,𡷨
138729,0x21de9,𡷩
138730,0x21dea,𡷪
138731,0x21deb,𡷫
138732,0x21dec,𡷬
138733,0x21ded,𡷭
138734,0x21dee,𡷮
138735,0x21def,𡷯
138736,0x21df0,𡷰
138737,0x21df1,𡷱
138738,0x21df2,𡷲
138739,0x21df3,𡷳
138740,0x21df4,𡷴
138741,0x21df5,𡷵
138742,0x21df6,𡷶
138743,0x21df7,𡷷
138744,0x21df8,𡷸
138745,0x21df9,𡷹
138746,0x21dfa,𡷺
138747,0x21dfb,𡷻
138748,0x21dfc,𡷼
138749,0x21dfd,𡷽
138750,0x21dfe,𡷾
138751,0x21dff,𡷿
138752,0x21e00,𡸀
138753,0x21e01,𡸁
138754,0x21e02,𡸂
138755,0x21e03,𡸃
138756,0x21e04,𡸄
138757,0x21e05,𡸅
138758,0x21e06,𡸆
138759,0x21e07,𡸇
138760,0x21e08,𡸈
138761,0x21e09,𡸉
138762,0x21e0a,𡸊
138763,0x21e0b,𡸋
138764,0x21e0c,𡸌
138765,0x21e0d,𡸍
138766,0x21e0e,𡸎
138767,0x21e0f,𡸏
138768,0x21e10,𡸐
138769,0x21e11,𡸑
138770,0x21e12,𡸒
138771,0x21e13,𡸓
138772,0x21e14,𡸔
138773,0x21e15,𡸕
138774,0x21e16,𡸖
138775,0x21e17,𡸗
138776,0x21e18,𡸘
138777,0x21e19,𡸙
138778,0x21e1a,𡸚
138779,0x21e1b,𡸛
138780,0x21e1c,𡸜
138781,0x21e1d,𡸝
138782,0x21e1e,𡸞
138783,0x21e1f,𡸟
138784,0x21e20,𡸠
138785,0x21e21,𡸡
138786,0x21e22,𡸢
138787,0x21e23,𡸣
138788,0x21e24,𡸤
138789,0x21e25,𡸥
138790,0x21e26,𡸦
138791,0x21e27,𡸧
138792,0x21e28,𡸨
138793,0x21e29,𡸩
138794,0x21e2a,𡸪
138795,0x21e2b,𡸫
138796,0x21e2c,𡸬
138797,0x21e2d,𡸭
138798,0x21e2e,𡸮
138799,0x21e2f,𡸯
138800,0x21e30,𡸰
138801,0x21e31,𡸱
138802,0x21e32,𡸲
138803,0x21e33,𡸳
138804,0x21e34,𡸴
138805,0x21e35,𡸵
138806,0x21e36,𡸶
138807,0x21e37,𡸷
138808,0x21e38,𡸸
138809,0x21e39,𡸹
138810,0x21e3a,𡸺
138811,0x21e3b,𡸻
138812,0x21e3c,𡸼
138813,0x21e3d,𡸽
138814,0x21e3e,𡸾
138815,0x21e3f,𡸿
138816,0x21e40,𡹀
138817,0x21e41,𡹁
138818,0x21e42,𡹂
138819,0x21e43,𡹃
138820,0x21e44,𡹄
138821,0x21e45,𡹅
138822,0x21e46,𡹆
138823,0x21e47,𡹇
138824,0x21e48,𡹈
138825,0x21e49,𡹉
138826,0x21e4a,𡹊
138827,0x21e4b,𡹋
138828,0x21e4c,𡹌
138829,0x21e4d,𡹍
138830,0x21e4e,𡹎
138831,0x21e4f,𡹏
138832,0x21e50,𡹐
138833,0x21e51,𡹑
138834,0x21e52,𡹒
138835,0x21e53,𡹓
138836,0x21e54,𡹔
138837,0x21e55,𡹕
138838,0x21e56,𡹖
138839,0x21e57,𡹗
138840,0x21e58,𡹘
138841,0x21e59,𡹙
138842,0x21e5a,𡹚
138843,0x21e5b,𡹛
138844,0x21e5c,𡹜
138845,0x21e5d,𡹝
138846,0x21e5e,𡹞
138847,0x21e5f,𡹟
138848,0x21e60,𡹠
138849,0x21e61,𡹡
138850,0x21e62,𡹢
138851,0x21e63,𡹣
138852,0x21e64,𡹤
138853,0x21e65,𡹥
138854,0x21e66,𡹦
138855,0x21e67,𡹧
138856,0x21e68,𡹨
138857,0x21e69,𡹩
138858,0x21e6a,𡹪
138859,0x21e6b,𡹫
138860,0x21e6c,𡹬
138861,0x21e6d,𡹭
138862,0x21e6e,𡹮
138863,0x21e6f,𡹯
138864,0x21e70,𡹰
138865,0x21e71,𡹱
138866,0x21e72,𡹲
138867,0x21e73,𡹳
138868,0x21e74,𡹴
138869,0x21e75,𡹵
138870,0x21e76,𡹶
138871,0x21e77,𡹷
138872,0x21e78,𡹸
138873,0x21e79,𡹹
138874,0x21e7a,𡹺
138875,0x21e7b,𡹻
138876,0x21e7c,𡹼
138877,0x21e7d,𡹽
138878,0x21e7e,𡹾
138879,0x21e7f,𡹿
138880,0x21e80,𡺀
138881,0x21e81,𡺁
138882,0x21e82,𡺂
138883,0x21e83,𡺃
138884,0x21e84,𡺄
138885,0x21e85,𡺅
138886,0x21e86,𡺆
138887,0x21e87,𡺇
138888,0x21e88,𡺈
138889,0x21e89,𡺉
138890,0x21e8a,𡺊
138891,0x21e8b,𡺋
138892,0x21e8c,𡺌
138893,0x21e8d,𡺍
138894,0x21e8e,𡺎
138895,0x21e8f,𡺏
138896,0x21e90,𡺐
138897,0x21e91,𡺑
138898,0x21e92,𡺒
138899,0x21e93,𡺓
138900,0x21e94,𡺔
138901,0x21e95,𡺕
138902,0x21e96,𡺖
138903,0x21e97,𡺗
138904,0x21e98,𡺘
138905,0x21e99,𡺙
138906,0x21e9a,𡺚
138907,0x21e9b,𡺛
138908,0x21e9c,𡺜
138909,0x21e9d,𡺝
138910,0x21e9e,𡺞
138911,0x21e9f,𡺟
138912,0x21ea0,𡺠
138913,0x21ea1,𡺡
138914,0x21ea2,𡺢
138915,0x21ea3,𡺣
138916,0x21ea4,𡺤
138917,0x21ea5,𡺥
138918,0x21ea6,𡺦
138919,0x21ea7,𡺧
138920,0x21ea8,𡺨
138921,0x21ea9,𡺩
138922,0x21eaa,𡺪
138923,0x21eab,𡺫
138924,0x21eac,𡺬
138925,0x21ead,𡺭
138926,0x21eae,𡺮
138927,0x21eaf,𡺯
138928,0x21eb0,𡺰
138929,0x21eb1,𡺱
138930,0x21eb2,𡺲
138931,0x21eb3,𡺳
138932,0x21eb4,𡺴
138933,0x21eb5,𡺵
138934,0x21eb6,𡺶
138935,0x21eb7,𡺷
138936,0x21eb8,𡺸
138937,0x21eb9,𡺹
138938,0x21eba,𡺺
138939,0x21ebb,𡺻
138940,0x21ebc,𡺼
138941,0x21ebd,𡺽
138942,0x21ebe,𡺾
138943,0x21ebf,𡺿
138944,0x21ec0,𡻀
138945,0x21ec1,𡻁
138946,0x21ec2,𡻂
138947,0x21ec3,𡻃
138948,0x21ec4,𡻄
138949,0x21ec5,𡻅
138950,0x21ec6,𡻆
138951,0x21ec7,𡻇
138952,0x21ec8,𡻈
138953,0x21ec9,𡻉
138954,0x21eca,𡻊
138955,0x21ecb,𡻋
138956,0x21ecc,𡻌
138957,0x21ecd,𡻍
138958,0x21ece,𡻎
138959,0x21ecf,𡻏
138960,0x21ed0,𡻐
138961,0x21ed1,𡻑
138962,0x21ed2,𡻒
138963,0x21ed3,𡻓
138964,0x21ed4,𡻔
138965,0x21ed5,𡻕
138966,0x21ed6,𡻖
138967,0x21ed7,𡻗
138968,0x21ed8,𡻘
138969,0x21ed9,𡻙
138970,0x21eda,𡻚
138971,0x21edb,𡻛
138972,0x21edc,𡻜
138973,0x21edd,𡻝
138974,0x21ede,𡻞
138975,0x21edf,𡻟
138976,0x21ee0,𡻠
138977,0x21ee1,𡻡
138978,0x21ee2,𡻢
138979,0x21ee3,𡻣
138980,0x21ee4,𡻤
138981,0x21ee5,𡻥
138982,0x21ee6,𡻦
138983,0x21ee7,𡻧
138984,0x21ee8,𡻨
138985,0x21ee9,𡻩
138986,0x21eea,𡻪
138987,0x21eeb,𡻫
138988,0x21eec,𡻬
138989,0x21eed,𡻭
138990,0x21eee,𡻮
138991,0x21eef,𡻯
138992,0x21ef0,𡻰
138993,0x21ef1,𡻱
138994,0x21ef2,𡻲
138995,0x21ef3,𡻳
138996,0x21ef4,𡻴
138997,0x21ef5,𡻵
138998,0x21ef6,𡻶
138999,0x21ef7,𡻷
139000,0x21ef8,𡻸
139001,0x21ef9,𡻹
139002,0x21efa,𡻺
139003,0x21efb,𡻻
139004,0x21efc,𡻼
139005,0x21efd,𡻽
139006,0x21efe,𡻾
139007,0x21eff,𡻿
139008,0x21f00,𡼀
139009,0x21f01,𡼁
139010,0x21f02,𡼂
139011,0x21f03,𡼃
139012,0x21f04,𡼄
139013,0x21f05,𡼅
139014,0x21f06,𡼆
139015,0x21f07,𡼇
139016,0x21f08,𡼈
139017,0x21f09,𡼉
139018,0x21f0a,𡼊
139019,0x21f0b,𡼋
139020,0x21f0c,𡼌
139021,0x21f0d,𡼍
139022,0x21f0e,𡼎
139023,0x21f0f,𡼏
139024,0x21f10,𡼐
139025,0x21f11,𡼑
139026,0x21f12,𡼒
139027,0x21f13,𡼓
139028,0x21f14,𡼔
139029,0x21f15,𡼕
139030,0x21f16,𡼖
139031,0x21f17,𡼗
139032,0x21f18,𡼘
139033,0x21f19,𡼙
139034,0x21f1a,𡼚
139035,0x21f1b,𡼛
139036,0x21f1c,𡼜
139037,0x21f1d,𡼝
139038,0x21f1e,𡼞
139039,0x21f1f,𡼟
139040,0x21f20,𡼠
139041,0x21f21,𡼡
139042,0x21f22,𡼢
139043,0x21f23,𡼣
139044,0x21f24,𡼤
139045,0x21f25,𡼥
139046,0x21f26,𡼦
139047,0x21f27,𡼧
139048,0x21f28,𡼨
139049,0x21f29,𡼩
139050,0x21f2a,𡼪
139051,0x21f2b,𡼫
139052,0x21f2c,𡼬
139053,0x21f2d,𡼭
139054,0x21f2e,𡼮
139055,0x21f2f,𡼯
139056,0x21f30,𡼰
139057,0x21f31,𡼱
139058,0x21f32,𡼲
139059,0x21f33,𡼳
139060,0x21f34,𡼴
139061,0x21f35,𡼵
139062,0x21f36,𡼶
139063,0x21f37,𡼷
139064,0x21f38,𡼸
139065,0x21f39,𡼹
139066,0x21f3a,𡼺
139067,0x21f3b,𡼻
139068,0x21f3c,𡼼
139069,0x21f3d,𡼽
139070,0x21f3e,𡼾
139071,0x21f3f,𡼿
139072,0x21f40,𡽀
139073,0x21f41,𡽁
139074,0x21f42,𡽂
139075,0x21f43,𡽃
139076,0x21f44,𡽄
139077,0x21f45,𡽅
139078,0x21f46,𡽆
139079,0x21f47,𡽇
139080,0x21f48,𡽈
139081,0x21f49,𡽉
139082,0x21f4a,𡽊
139083,0x21f4b,𡽋
139084,0x21f4c,𡽌
139085,0x21f4d,𡽍
139086,0x21f4e,𡽎
139087,0x21f4f,𡽏
139088,0x21f50,𡽐
139089,0x21f51,𡽑
139090,0x21f52,𡽒
139091,0x21f53,𡽓
139092,0x21f54,𡽔
139093,0x21f55,𡽕
139094,0x21f56,𡽖
139095,0x21f57,𡽗
139096,0x21f58,𡽘
139097,0x21f59,𡽙
139098,0x21f5a,𡽚
139099,0x21f5b,𡽛
139100,0x21f5c,𡽜
139101,0x21f5d,𡽝
139102,0x21f5e,𡽞
139103,0x21f5f,𡽟
139104,0x21f60,𡽠
139105,0x21f61,𡽡
139106,0x21f62,𡽢
139107,0x21f63,𡽣
139108,0x21f64,𡽤
139109,0x21f65,𡽥
139110,0x21f66,𡽦
139111,0x21f67,𡽧
139112,0x21f68,𡽨
139113,0x21f69,𡽩
139114,0x21f6a,𡽪
139115,0x21f6b,𡽫
139116,0x21f6c,𡽬
139117,0x21f6d,𡽭
139118,0x21f6e,𡽮
139119,0x21f6f,𡽯
139120,0x21f70,𡽰
139121,0x21f71,𡽱
139122,0x21f72,𡽲
139123,0x21f73,𡽳
139124,0x21f74,𡽴
139125,0x21f75,𡽵
139126,0x21f76,𡽶
139127,0x21f77,𡽷
139128,0x21f78,𡽸
139129,0x21f79,𡽹
139130,0x21f7a,𡽺
139131,0x21f7b,𡽻
139132,0x21f7c,𡽼
139133,0x21f7d,𡽽
139134,0x21f7e,𡽾
139135,0x21f7f,𡽿
139136,0x21f80,𡾀
139137,0x21f81,𡾁
139138,0x21f82,𡾂
139139,0x21f83,𡾃
139140,0x21f84,𡾄
139141,0x21f85,𡾅
139142,0x21f86,𡾆
139143,0x21f87,𡾇
139144,0x21f88,𡾈
139145,0x21f89,𡾉
139146,0x21f8a,𡾊
139147,0x21f8b,𡾋
139148,0x21f8c,𡾌
139149,0x21f8d,𡾍
139150,0x21f8e,𡾎
139151,0x21f8f,𡾏
139152,0x21f90,𡾐
139153,0x21f91,𡾑
139154,0x21f92,𡾒
139155,0x21f93,𡾓
139156,0x21f94,𡾔
139157,0x21f95,𡾕
139158,0x21f96,𡾖
139159,0x21f97,𡾗
139160,0x21f98,𡾘
139161,0x21f99,𡾙
139162,0x21f9a,𡾚
139163,0x21f9b,𡾛
139164,0x21f9c,𡾜
139165,0x21f9d,𡾝
139166,0x21f9e,𡾞
139167,0x21f9f,𡾟
139168,0x21fa0,𡾠
139169,0x21fa1,𡾡
139170,0x21fa2,𡾢
139171,0x21fa3,𡾣
139172,0x21fa4,𡾤
139173,0x21fa5,𡾥
139174,0x21fa6,𡾦
139175,0x21fa7,𡾧
139176,0x21fa8,𡾨
139177,0x21fa9,𡾩
139178,0x21faa,𡾪
139179,0x21fab,𡾫
139180,0x21fac,𡾬
139181,0x21fad,𡾭
139182,0x21fae,𡾮
139183,0x21faf,𡾯
139184,0x21fb0,𡾰
139185,0x21fb1,𡾱
139186,0x21fb2,𡾲
139187,0x21fb3,𡾳
139188,0x21fb4,𡾴
139189,0x21fb5,𡾵
139190,0x21fb6,𡾶
139191,0x21fb7,𡾷
139192,0x21fb8,𡾸
139193,0x21fb9,𡾹
139194,0x21fba,𡾺
139195,0x21fbb,𡾻
139196,0x21fbc,𡾼
139197,0x21fbd,𡾽
139198,0x21fbe,𡾾
139199,0x21fbf,𡾿
139200,0x21fc0,𡿀
139201,0x21fc1,𡿁
139202,0x21fc2,𡿂
139203,0x21fc3,𡿃
139204,0x21fc4,𡿄
139205,0x21fc5,𡿅
